NAME:,run_1_1,,
7.24,3.33,-13.02,0.12
7.31,4.43,-10.4,-0.86
7.38,-1.22,-3.53,0.35
7.45,1.1,0.27,-0.63
7.52,4.75,-20.01,1.1
7.6,4.55,-20.01,-6.98
7.67,2.82,-12.04,-7.41
7.74,1.37,4.63,-0.9
7.81,2.9,2.59,-0.86
7.88,20.01,-6.08,-2.86
7.95,3.06,-13.89,-7.45
8.02,4,-13.14,-1.69
8.09,2.98,-12.36,-0.94
8.16,-3.61,-3.1,2.75
8.23,5.1,0.16,-1.26
8.3,17.1,-12.4,-1.33
8.38,6.08,-16.08,-5.81
8.45,4.47,-18.91,-8.04
8.52,-0.35,-0.04,-3.3
8.59,4.47,2.08,-4.55
8.66,0.24,-5.3,1.96
8.73,7.73,-5.65,-8.43
9.51,5.26,-5.84,-10.16
9.58,9.41,-20.01,-1.22
9.65,2.63,-14.51,-0.31
9.73,1.33,-7.73,-3.69
9.8,0.27,-1.02,-1.73
9.87,2.55,1.88,5.53
9.94,4.67,-19.61,4.12
10.01,-0.04,-18.79,-7.57
10.08,1.29,-3.37,-4.79
10.15,4.79,0.04,-0.71
10.22,4.31,2.39,-0.63
10.29,4.28,-6.63,-2.08
10.36,9.22,-18.12,-3.61
10.43,2.16,-9.81,-1.77
10.51,1.49,-2.51,-0.27
10.58,0.35,-1.26,-0.08
10.65,16.08,-2.71,-1.96
10.72,8.2,-19.5,-5.73
10.79,4.94,-14.71,-6.12
10.86,0.27,-0.47,-2.75
10.93,5.57,0.16,-1.92
11,20.01,-5.81,7.69
11.07,-4.04,-9.92,-11.49
11.14,4.55,-14.32,-3.1
11.22,6.16,-8.79,0.04
11.29,-1.92,-4.98,1.1
11.36,0.63,-1.1,-2.9
11.43,8.63,-17.38,3.18
11.5,7.88,-20.01,-4.55
11.57,5.26,-13.42,-6
11.64,3.49,1.37,8.55
11.71,3.73,1.18,-4.16
11.78,20.01,-20.01,20.01
11.86,-0.59,-15.77,-4.59
11.93,2.47,-13.26,0.43
12,2.79,-9.85,-1.37
12.07,-1.41,-2.08,1.65
12.14,2.9,-2,-0.86
12.21,13.53,-16.24,8.63
12.28,-2.71,-20.01,-5.41
12.35,2.04,-7.49,-7.06
12.42,0.86,4.94,-3.92
12.49,-0.43,2.12,-1.69
12.57,4.43,1.02,9.38
12.64,5.84,-17.38,-4.43
12.71,1.49,-12.47,-1.49
12.78,2.2,-8,-3.92
12.85,-0.35,-0.47,-1.1
12.92,5.96,1.37,6.39
12.99,14.63,-18.2,10.16
13.06,1.77,-17.61,-4.51
13.13,2.04,-2.55,-5.65
13.2,3.88,1.84,-2.47
13.27,6.24,0.27,0.75
13.35,1.18,-5.14,9.1
13.42,7.61,-13.61,-7.96
13.49,4.67,-10.71,-0.78
13.56,-0.27,-7.14,-1.61
13.63,1.45,-2.71,-1.29
13.7,-0.31,2.51,4.39
13.77,9.18,-18.91,-0.47
13.84,4,-16.51,-7.77
13.91,0.98,-2.24,-4.9
13.98,4.9,1.96,-1.29
14.06,16.95,-8.59,0.2
14.13,-4.82,-11.14,-11.3
14.2,10.4,-17.69,-4.39
14.27,2.35,-7.34,-2.55
14.34,1.69,-1.61,0.82
14.41,0.94,-1.88,-0.12
14.48,10.47,-10.43,-1.96
14.55,6.63,-20.01,-3.61
14.62,6.35,-9.18,-8.32
14.7,-1.92,3.26,0.78
14.77,4.35,0.08,-2.2
16,9.92,-20.01,5.77
16.07,-4.04,-20.01,-4.51
17,2.86,0.16,-0.39
17.07,2.55,-5.92,6.35
17.14,9.49,-8.75,1.26
17.99,14.63,-14.79,-2.04
18.06,4.35,-11.65,4.71
18.13,-0.47,-8.47,5.14
18.2,1.57,-0.82,0.94
18.27,6.16,2.2,2.63
18.35,10.47,-20.01,5.41
18.42,4.39,-15.38,-3.26
18.49,-4,-8.28,-0.86
18.56,7.34,2.12,-1.88
18.63,9.1,-9.1,4.55
18.7,-0.35,-10.9,-8.08
18.77,8.24,-15.22,1.02
18.84,3.41,-9.57,3.02
18.91,0.59,-4.59,-0.31
18.98,3.26,1.49,4.63
19.05,16.83,-13.61,4.55
19.13,2.86,-17.97,-1.26
19.2,5.45,-7.49,-5.81
19.27,1.1,3.02,-2.47
19.34,2.24,-4.12,5.02
19.41,6.51,-14,5.84
19.48,19.5,-14.12,6.59
19.55,2.51,-7.41,0.27
19.62,-0.78,-4.59,1.02
19.69,0.55,-0.08,-2.71
19.76,7.18,-17.38,1.61
19.84,8.47,-18.71,2.63
19.91,5.3,-12.98,-4.63
19.98,0.71,1.49,-1.65
20.05,0.27,1.06,-3.73
20.12,18.59,-9.81,-1.96
20.19,2.59,-12.63,-8.36
20.26,5.02,-11.89,1.37
20.33,3.06,-8.28,2.94
20.4,-0.35,-2.51,0
20.48,1.1,3.06,3.57
20.55,8.75,-17.89,10.59
20.62,0.98,-20.01,-1.1
20.69,5.22,-9.18,-4.31
20.76,2.28,2.75,-0.75
20.83,4.55,-1.22,2.9
20.9,0,-9.3,19.34
20.97,7.34,-13.26,-4.94
21.04,2.08,-13.77,4.59
21.11,3.45,-7.92,0.2
21.19,-0.63,-1.18,1.53
21.26,3.49,3.57,3.57
21.33,9.06,-12.94,10.24
21.4,5.18,-18.63,-1.88
21.47,2.79,-5.49,-3.57
21.54,5.18,0.63,-0.71
21.61,4.94,-2.67,3.02
21.68,4.79,-9.41,1.29
21.75,10.04,-16.55,-0.9
21.82,3.92,-10.55,4.94
21.89,2.35,-5.18,-0.04
21.97,-0.75,-1.49,1.53
22.04,14.91,-4.71,-0.31
22.11,5.96,-20.01,5.18
22.18,5.73,-15.77,-4.04
22.25,2.82,-4.04,-4.31
22.32,1.45,3.73,-2.86
22.39,8.51,-4.08,-3.14
22.46,0.51,-4.55,-0.51
22.53,9.53,-14.95,3.1
22.61,5.14,-10.08,5.77
22.68,0.63,-3.1,1.1
22.75,-1.45,-0.16,-1.06
22.82,14.44,-2.28,2.31
22.89,9.34,-19.14,1.84
22.96,5.49,-14.44,-3.33
23.03,0.78,-2.71,-2.47
23.1,3.45,-0.12,-4.79
23.17,14.87,-12.79,0.59
23.24,2.82,-10.24,3.49
23.95,3.1,-13.73,-8.36
24.02,3.57,-9.81,4.47
24.1,4.94,-8.39,5.3
24.17,-2.9,-4.55,-2.08
24.24,5.26,5.18,14.79
24.31,15.53,-11.45,6.16
24.38,1.26,-17.18,5.69
24.45,2.31,-3.96,-4.43
24.52,2.08,3.88,-2
24.59,0.94,-3.37,1.69
24.66,4.08,-15.53,4.16
24.73,12.12,-12.83,7.65
24.81,3.37,-8.39,3.92
24.88,-0.94,-3.73,-1.41
24.95,0.12,-0.59,-2.2
25.02,6.43,-18.08,8.98
25.09,-0.55,-20.01,3.26
25.16,4.35,-10.51,-5.18
25.23,2.71,1.65,-2.24
25.3,1.18,1.88,-5.06
25.37,-2.24,-10.51,10.36
25.45,7.81,-12.51,-2.35
25.52,1.8,-12.12,6.24
25.59,3.02,-6.67,1.45
25.66,-0.39,-1.26,1.73
25.73,10.04,3.45,7.3
25.8,11.77,-14.36,12.55
25.87,5.77,-15.81,0.98
25.94,2.79,-5.3,-3.8
26.01,4.39,3.33,-0.55
26.08,3.84,-3.53,3.65
26.16,6.83,-11.53,3.57
26.23,12.83,-16.2,1.14
26.3,1.88,-10.04,4.59
26.37,1.8,-6.28,1.37
26.44,1.37,0.31,0.9
26.51,14.32,-1.26,1.49
26.58,7.41,-17.77,5.69
26.65,5.37,-16.2,-3.53
26.72,2.71,-2.47,-4.16
26.79,4.39,3.26,-1.02
26.86,3.45,-3.3,2.12
26.94,5.1,-8.55,-2.59
27.01,12.43,-20.01,9.77
27.08,2.47,-9.92,1.84
27.15,2.86,-5.65,0.9
27.22,0.55,0.08,2.63
27.29,12.98,-5.69,-0.9
27.36,9.26,-16.99,1.92
27.43,6.71,-17.42,-4.28
27.5,1.73,-2.12,-3.65
27.58,4.67,2.63,-2.47
27.65,16.2,-1.73,8.63
27.72,-2.47,-13.14,-3.61
27.79,9.69,-16.91,5.1
27.86,4.08,-8.24,5.53
27.93,1.41,-1.53,0.63
28,0.55,-0.82,-0.39
28.07,7.65,-19.57,6.94
28.14,0.86,-19.89,1.61
28.21,6.04,-12.47,-2.39
28.29,-2.39,-4.82,4.35
28.36,4,3.45,-2.51
28.43,-4.43,-20.01,20.01
28.5,6.08,-13.89,-2.43
28.57,2.28,-13.38,9.26
28.64,1.33,-7.77,1.53
28.71,2.2,-1.45,0.47
28.78,6.43,1.37,4.59
28.85,7.14,-10.63,7.18
28.92,6.35,-17.26,-0.43
28.99,2.35,-7.02,-5.45
29.07,3.06,1.41,-2.75
29.14,2.35,-1.49,4
29.21,3.57,-9.06,-1.41
29.92,18.2,-8,2.31
29.99,-0.12,-11.34,-7.06
30.06,5.26,-13.61,4.28
30.13,4.43,-8.55,6.35
30.2,-1.61,-0.43,2.51
30.27,-0.59,1.57,-3.06
30.34,7.49,-13.77,9.85
30.42,4.47,-20.01,7.37
30.49,5.02,-11.96,-2.16
30.56,-0.94,-2.39,-1.61
30.63,1.8,0.82,-5.53
30.7,10.16,-20.01,20.01
30.77,-3.33,-13.1,-6.28
30.84,4.47,-12.28,5.61
30.91,3.77,-8.51,5.45
30.98,-1.45,0,3.61
31.05,1.73,0.04,-2.86
31.13,5.96,-19.18,10.9
31.2,-0.2,-20.01,4.86
31.27,4.04,-8.79,-3.69
31.34,0.47,-0.16,-1.49
31.41,0.86,0.55,-4.55
31.48,1.96,-5.22,8.39
31.55,10.98,-12.79,7.37
31.62,1.57,-11.57,3.37
31.69,1.1,-7.18,3.53
31.76,-0.75,-1.53,1.22
31.83,0.16,4.82,2.24
31.91,7.45,-12.59,17.18
31.98,1.14,-17.38,2.63
32.05,4.35,-9.34,-2.86
32.12,2.75,2,-0.78
32.19,2.55,0.12,1.57
32.26,-0.43,1.84,-1.18
32.33,11.34,-12.59,11.77
32.4,3.53,-10.79,5.3
32.47,1.33,-6.47,3.1
32.54,1.22,-1.37,0.47
32.62,7.65,3.41,3.92
32.69,7.77,-10.51,7.37
32.76,3.92,-16,1.06
32.83,1.88,-5.53,-4.59
32.9,3.92,2.2,-1.88
32.97,7.69,0.98,7.22
33.04,-2.39,-8.39,0.9
33.11,7.88,-13.81,3.88
33.18,5.1,-8.51,12.12
33.26,1.65,-3.88,2.79
33.33,-1.57,0.55,-0.47
33.4,9.3,-13.18,4.63
33.47,6.04,-20.01,4.59
33.54,3.33,-13.49,-3.73
33.61,1.41,1.69,-1.14
33.68,1.92,-0.16,-7.18
33.75,11.02,-11.92,-1.53
33.82,2.86,-14.2,-5.37
33.89,4.55,-10.98,8.94
33.96,2.24,-10.04,6.59
34.04,-0.94,-4.08,2.71
34.11,2.79,1.02,-3.1
34.18,9.1,-13.53,18.51
34.25,1.26,-19.14,4.08
34.32,3.18,-7.45,-0.78
34.39,-3.18,3.18,-0.08
34.46,3.88,4.24,-0.71
34.53,1.22,-7.96,9.02
34.6,6.98,-16.63,9.26
34.67,3.1,-3.49,6.51
34.75,3.69,-5.53,7.65
34.82,-1.26,-0.47,0.71
34.89,14.71,-2.12,-3.41
34.96,8.79,-19.81,4.63
35.03,6.08,-12.79,1.29
35.1,0,-3.1,-2.98
35.17,0.71,2.12,-3.1
35.95,0.82,-0.27,-8.12
36.02,11.45,-2.71,8.71
36.1,-4.67,-9.92,6.9
36.17,-1.02,-7.49,12.94
36.24,-2.82,-7.14,10.75
36.31,3.14,3.8,-4.75
36.38,2.94,0.2,-2.24
36.45,6.94,6,1.73
36.52,6.43,-16.32,10.32
36.59,-8.59,-14.59,2.82
36.66,2.16,0,-8.83
36.73,6.39,6.75,-6.08
36.8,-1.49,-8.75,20.01
36.88,-5.61,-12.55,4.55
36.95,-0.94,-5.57,9.1
37.02,-2.82,-1.06,-1.8
37.09,2.82,-3.33,6.55
37.16,6.51,-3.18,6.32
37.23,1.22,-19.57,20.01
37.3,-9.73,-8.83,-2.67
37.37,-0.35,-8.75,-4.51
37.44,6.47,5.41,-2.67
37.51,-5.81,0.04,3.88
37.59,19.02,-1.84,-20.01
37.66,-13.53,-20.01,18.51
37.73,-9.85,9.22,20.01
37.8,-0.04,0.39,3.84
37.87,-1.61,1.61,-1.65
37.94,-8.94,8.47,-5.69
38.01,-12.47,-16.91,12.2
38.08,-0.86,-14.04,9.65
38.15,3.73,8.2,-5.84
38.23,-1.69,-5.14,15.49
38.3,-20.01,-20.01,20.01
38.37,0.24,-18.79,10.51
38.44,-1.69,0.78,5.53
38.51,-9.26,-16.83,20.01
38.58,0.59,2,-0.86
38.65,-0.63,4.79,1.84
38.72,-4.79,-17.18,20.01
38.79,-7.45,-11.85,8.2
38.86,0.35,-1.41,-7.81
38.93,3.53,3.96,-2.86
39.01,2.86,5.61,20.01
39.08,3.1,-20.01,-20.01
39.15,-6.08,-13.14,6.86
39.22,-4.35,-1.96,7.61
39.29,-0.39,4.79,2.75
39.36,2.12,2.98,-4.9
39.43,-5.41,-5.45,3.45
39.5,-13.34,-15.1,-17.02
39.57,-3.84,-13.81,5.37
39.64,1.84,4.04,-2.39
39.72,2.35,-2.82,5.96
39.79,14.28,-5.92,5.45
39.86,-1.22,-4.94,-15.3
39.93,-15.49,-9.3,11.77
40,-12.43,-14.36,15.06
40.07,7.73,-14.04,-6.79
40.14,-7.57,-3.77,-1.22
40.21,-14.28,3.49,-20.01
40.28,-3.49,-10.71,0.94
40.36,-1.96,-9.57,0.43
40.43,2.75,5.84,-3.92
40.5,0.55,2.98,8.51
40.57,16.16,8.87,2.98
40.64,12.87,-20.01,-4.51
40.71,-2.98,-10.59,6.55
40.78,-9.3,-20.01,14.63
40.85,3.33,0.47,-2.08
40.92,3.61,2.55,-7.96
40.99,-20.01,-20.01,20.01
41.07,-14.83,-14.87,10.32
41.14,-6.04,-8.24,-3.22
41.21,7.88,2.04,-8.59
41.92,-3.96,-1.49,-1.29
41.99,2.98,5.81,-4.63
42.06,4.55,-1.22,13.85
42.13,-1.92,3.02,3.02
42.2,-8.9,-6.24,17.18
42.27,-7.92,-8.43,15.02
42.34,-5.18,-5.88,6.67
42.41,0.78,0.71,-0.27
42.48,-3.69,-15.1,12.4
42.56,-11.02,-12.08,20.01
42.63,0.08,-9.26,4.67
42.7,1.69,1.18,-1.45
42.77,-0.04,6.39,-0.86
42.84,0.86,-4.35,20.01
42.91,-3.84,-0.78,0.04
42.98,-4.35,-0.39,12.63
43.05,0.78,-5.77,8.2
43.12,0.78,2.31,3.18
43.2,3.02,1.92,-5.1
43.27,-3.84,-2.35,20.01
43.34,-3.26,-17.1,17.02
43.41,-1.18,-4.71,1.37
43.48,1.37,8.32,-2.75
43.55,3.02,4,5.1
43.62,7.37,20.01,10.43
43.69,-7.06,1.49,3.77
43.76,-5.41,-0.12,20.01
43.83,3.06,-7.81,-2.39
43.91,0.43,1.41,-1.41
43.98,1.49,5.96,1.18
44.05,-0.67,1.88,8.12
44.12,-4.63,-11.3,12.16
44.19,-7.45,1.37,0.16
44.26,3.02,-2.12,-3.18
44.33,14.44,-1.77,9.53
44.4,-7.06,-0.86,10.12
44.47,0.51,8.32,17.38
44.54,-7.14,-8.12,19.1
44.61,0.63,1.53,-2.59
44.69,2.47,-0.24,-0.78
44.76,10.79,0.94,6
44.83,1.65,2.98,12.94
44.9,4.98,-13.96,11.69
44.97,2.04,-2.04,-3.73
45.04,2.04,2.59,-7.73
45.11,7.1,5.22,17.61
45.18,-12.47,0.94,-5.02
45.25,-4.16,2.86,15.1
45.33,-1.26,-3.45,19.81
45.4,-2.67,-0.9,2.35
45.47,0.94,0.9,-1.1
45.54,15.3,-3.18,16.36
45.61,9.06,-2.08,20.01
45.68,6.67,-6,7.02
45.75,-0.35,0.55,-3.49
45.82,6.16,-9.41,-6.67
45.89,13.89,-5.45,20.01
45.96,-6.94,-0.04,0.63
46.04,-3.22,4.12,11.73
46.11,-5.73,1.06,14.87
46.18,0.24,1.41,-5.33
46.25,1.22,1.02,-2.16
46.32,12.36,-5.33,14.12
46.39,5.77,-3.26,20.01
46.46,1.06,-4.39,6.12
46.53,1.49,1.02,-2.82
46.6,4.08,-1.29,-2.63
46.67,8.59,4.79,20.01
46.74,9.77,3.53,10.94
46.82,0.78,1.14,15.49
46.89,0.04,-1.65,-4.2
46.96,0.43,-2.04,1.29
47.03,2.9,1.49,-3.61
47.1,15.49,-3.45,20.01
47.17,-0.63,-14.75,16.87
47.88,14.59,14.32,13.57
47.95,-2.9,-15.34,19.14
48.02,-0.08,-7.02,0.12
48.09,1.41,6.94,-3.53
48.17,6.08,4.79,10.79
48.24,-3.65,10.04,3.65
48.31,1.65,-4.51,17.97
48.38,-6,5.02,20.01
48.45,-3.3,-15.22,-3.26
48.52,0.47,2.35,1.92
48.59,7.61,3.8,14.12
48.66,0.9,17.3,20.01
48.73,-4.55,1.26,10.98
48.8,3.61,4.39,-4.28
48.88,-3.37,2.86,-5.14
48.95,-12.79,0.98,20.01
49.02,4.24,5.41,14.75
49.09,-4.28,2.39,12.55
49.16,10.2,-4.82,9.3
49.23,-2.16,1.96,2.55
49.3,1.65,4.24,-4.24
49.37,20.01,18.51,-8.36
49.44,-11.61,-10.16,20.01
49.51,-0.9,-1.41,1.88
49.58,4.08,-2.31,3.18
49.66,2.31,5.37,9.61
49.73,3.69,12.79,18.04
49.8,1.92,8.9,20.01
49.87,4.35,-0.86,11.89
49.94,-4.9,1.37,4.59
50.01,-1.57,2.71,1.84
50.08,5.18,3.88,8.83
50.15,0.78,7.3,20.01
50.22,-9.06,-0.55,12.91
50.29,1.8,0.43,-0.35
50.37,1.69,5.3,-5.45
50.44,4.08,-1.53,13.1
50.51,-7.65,-11.89,7.69
50.58,-5.02,8.47,13.96
50.65,-1.33,3.73,12.4
50.72,-4.82,1.53,0.86
50.79,2.08,-1.65,-1.73
50.86,4.04,4.12,20.01
50.93,1.96,7.88,20.01
51.01,-2.9,1.8,8.16
51.08,2.9,1.88,-6.86
51.15,4.08,2.79,3.57
51.22,-10.32,10.04,6.94
51.29,1.57,10.87,8.36
51.36,-2.86,3.96,11.96
51.43,-3.33,-1.61,6.94
51.5,-2.47,2.28,3.26
51.57,5.57,1.65,-3.26
51.64,-3.1,5.41,16.71
51.71,-10.08,-2.71,12.75
51.79,0.16,-2.16,-3.1
51.86,1.22,6,-9.18
51.93,2.2,9.61,8.04
52,-9.34,-5.57,2.12
52.07,-2.94,4.86,19.65
52.14,-0.71,5.45,9.73
52.21,-4.39,2.47,1.02
52.28,2.12,-1.14,-1.8
52.35,0.71,5.06,16.59
52.42,0.98,8.79,18.71
52.5,-3.92,-0.16,3.37
52.57,0.35,3.57,-5.73
52.64,9.61,2.28,0.9
52.71,-13.93,8.47,20.01
52.78,-3.22,15.77,5.77
52.85,-0.47,3.88,12.91
52.92,-1.02,-0.71,6.59
52.99,-3.84,-0.67,2.67
53.06,5.41,1.41,3.18
53.14,0.08,10.08,12.91
53.92,-3.22,0,20.01
53.99,-2.47,-1.18,2.94
54.06,1.88,-0.16,-5.96
54.13,2.9,9.81,16.24
54.2,-11.69,11.1,2.51
54.27,3.69,4.35,20.01
54.34,-4.39,3.02,11.77
54.41,-2.51,-0.39,4.47
54.48,-1.26,1.65,2.39
54.55,4.59,7.18,5.69
54.63,-10.43,5.22,16.79
54.7,-6.04,-1.57,14.71
54.77,0.31,-1.96,-0.75
54.84,5.06,2.98,-7.57
54.91,2.55,6.63,-1.41
54.98,-10.08,-4.82,3.06
55.05,-3.53,7.69,12.36
55.12,-3.8,4.94,10.79
55.19,-5.69,0.75,-0.63
55.26,3.22,1.65,-0.98
55.34,3.22,13.18,14.95
55.41,-2.43,4.98,19.89
55.48,-0.78,0.82,2.08
55.55,3.84,0,-4.47
55.62,6.63,13.34,1.14
55.69,-3.1,19.93,15.02
55.76,-6.75,9.92,4.71
55.83,-7.02,5.65,11.61
55.9,-3.1,1.73,3.84
55.98,-2.24,1.61,2
56.05,3.53,1.37,0.63
56.12,-5.45,10.2,18.12
56.19,-2.94,1.26,13.42
56.26,-0.78,-1.92,-0.35
56.33,2.9,2,-10
56.4,17.73,20.01,20.01
56.47,-20.01,-20.01,18.67
56.54,2.63,8.67,11.41
56.61,-2.71,2.75,8.94
56.69,-3.22,1.14,-0.55
56.76,2.55,-0.43,-0.98
56.83,-3.1,7.53,20.01
56.9,-11.92,3.3,11.34
56.97,-4.28,10.47,6.16
57.04,4.63,-0.71,-10.79
57.11,0.82,5.3,14.95
57.18,-2.55,18.44,-12.28
57.25,8.55,14.08,20.01
57.33,0.04,3.49,9.81
57.4,-5.22,1.69,4.12
57.47,0.94,0.35,-1.1
57.54,1.49,6.83,8.87
57.61,-9.22,9.02,14.08
57.68,-9.06,5.37,8.32
57.75,1.57,1.84,-1.92
57.82,3.33,-1.22,-2.98
57.89,4.24,2.63,0.75
57.96,2.71,-8.12,-3.3
58.04,-5.69,6.86,8.12
58.11,-4.24,3.49,7.65
58.18,-5.53,3.88,-0.35
58.25,3.96,1.1,-0.27
58.32,3.22,15.02,20.01
58.39,-6.71,-9.81,20.01
58.46,-3.41,2.39,5.33
58.53,4.51,1.33,-6.04
58.6,5.26,6.59,-2.71
58.67,-6.12,14.87,-0.35
58.74,10.87,3.3,20.01
58.82,-1.84,2.79,10.24
58.89,-4,2.86,3.57
58.96,1.06,0.39,-1.73
59.03,3.61,6.98,1.65
59.1,-3.84,11.02,9.14
59.88,-3.1,1.1,18.87
59.95,-2.24,0.71,5.45
60.02,-2.55,-0.67,-4.12
60.09,4.59,1.49,6
60.17,2.39,5.69,-11.77
60.24,2.9,12.28,20.01
60.31,-3.49,2.86,15.26
60.38,-1.41,-1.61,4.47
60.45,-1.22,0.51,2.51
60.52,0.67,8.59,10.47
60.59,-5.14,10.94,20.01
60.66,-7.34,0.2,11.81
60.73,1.45,-0.78,-3.61
60.8,-0.31,1.41,-3.8
60.88,4.31,10.04,20.01
60.95,-5.81,-6.51,5.65
