NAME:,run_3_1,,
6.18,0.24,-1.22,-0.39
6.25,-0.67,-1.02,2.43
6.32,13.34,-20.01,0.55
6.39,2.39,-16.08,-9.92
6.46,0.78,-1.92,-4.43
6.53,5.57,1.61,-0.43
6.6,6.08,-2.63,2.08
6.68,-0.47,-14,-6.71
6.75,9.06,-18.12,-4.71
6.82,2.24,-10.59,0.78
6.89,1.37,-0.24,0.08
6.96,-3.37,0.16,6.83
7.03,9.41,-20.01,-2.16
7.1,2.82,-20.01,-7.1
7.17,4.63,-4.24,-5.61
7.24,2.71,3.65,-0.63
7.31,4.86,-2.82,1.06
7.39,4.79,-9.69,-9.81
7.46,10.04,-18.55,-7.65
7.53,0.55,-7.02,-1.57
7.6,0.2,-2.71,-1.06
7.67,1.57,0.24,-3.49
7.74,4.59,-20.01,1.06
7.81,0.75,-20.01,-9.45
7.88,2.67,-5.33,-5.81
7.95,1.61,3.65,0.24
8.02,3.96,0.2,4.79
8.09,-2.55,-5.57,0.59
8.17,10.51,-19.38,-7.45
8.24,0.43,-9.61,-5.53
8.31,1.33,-1.1,0.47
8.38,1.02,0.86,-0.47
8.45,4.04,-18.12,-0.24
8.52,0.82,-20.01,-11.26
8.59,3.8,-5.45,-6.63
8.66,0.47,4,-0.2
8.73,5.53,-0.04,1.88
8.81,5.96,-6.51,-2.43
8.88,8.47,-18.87,-10.43
8.95,1.53,-9.26,-4.35
9.02,2.31,-2.51,-1.77
9.09,0.63,0.67,-2.12
9.16,4.55,-20.01,-1.18
9.23,1.65,-20.01,-10.08
9.3,5.53,-4.75,-6.12
9.37,3.45,3.96,-0.75
9.44,4.2,-2.86,4.16
9.51,3.96,-3.77,-10.2
9.59,9.61,-18.87,-5.96
9.66,2.39,-8.08,-2.35
9.73,0.75,-0.67,0.16
9.8,1.22,-0.31,-1.65
9.87,4.08,-20.01,-2.12
9.94,-1.1,-20.01,-10.51
10.01,4.24,-3.3,-5.73
10.08,3.18,3.57,-1.1
10.15,7.3,-5.81,2.82
10.23,1.84,-10.4,-8.87
10.3,7.57,-12.32,-7.88
10.37,-0.67,-9.26,-3.06
10.44,3.22,-2.75,0.51
10.51,-2.12,0.16,4.63
10.58,10.63,-19.22,-0.9
10.65,2.2,-18.16,-7.02
10.72,2.71,-3.41,-6.35
10.79,2.43,4,-2.08
12.07,3.33,-20.01,-11.73
12.14,5.26,-4.98,-5.81
-234.62,13.85,-6.83,230.628.87
13.56,2.28,-5.61,-4.67
13.63,4.47,3.61,-0.16
14.06,13.53,0.67,2.55
14.13,12.55,-20.01,-1.37
14.2,6.86,-13.77,-5.45
14.27,-0.27,2.51,-2.08
14.34,3.37,1.37,-2.75
14.41,19.26,-20.01,10.43
14.48,-6.16,-15.1,-9.38
14.56,8.28,-12,3.57
14.63,4.31,-5.26,0.04
14.7,-0.59,-1.41,2.35
14.77,17.57,1.77,9.34
14.84,10.94,-20.01,-2.51
14.91,5.26,-9.85,-5.57
14.98,0.2,4.67,-2.79
15.05,2.04,-0.35,-3.8
15.12,20.01,-20.01,2.75
15.19,7.14,-14.32,-5.92
15.26,1.29,-12.79,2.08
15.34,2.16,-5.88,-0.98
15.41,0.94,0.71,2.71
15.48,15.22,-6.04,-3.06
15.55,9.96,-20.01,2.67
15.62,5.18,-11.57,-3.14
15.69,1.18,-3.02,0.12
15.76,2.94,1.73,-4.31
15.83,6.39,-20.01,20.01
15.9,2.08,-13.18,-9.81
15.98,4.08,-12.32,3.53
16.05,0.86,-4.98,-0.04
16.12,2.39,-1.65,0.78
16.19,18.12,-2.79,-3.69
16.26,6.55,-13.61,2.94
16.33,4.67,-14.24,-2.86
16.4,0,5.14,2.94
16.47,3.37,0.9,-5.3
16.54,19.53,-20.01,9.65
16.61,3.33,-11.73,-12.43
16.68,0.63,-10.83,2.16
16.76,4.51,-3.96,-4
16.83,1.14,-0.35,2.04
16.9,14.71,-5.18,-6.39
16.97,9.81,-18.44,4.55
17.04,7.34,-11.1,-4.28
17.11,-0.67,5.65,1.26
17.18,2.59,3.02,-6.32
17.25,-3.41,9.45,-1.69
17.32,18.59,-17.53,0.75
17.4,-0.43,-9.81,2.39
17.47,1.14,-1.53,2.24
17.54,1.06,-0.04,1.1
17.61,6.16,-11.96,0.47
17.68,4.43,-20.01,4.35
17.75,6.28,-13.65,-4
17.82,0.35,6,-3.18
17.89,0.35,3.02,1.96
17.96,-3.49,-20.01,19.02
18.03,3.88,-11.14,-8.94
18.1,2.16,-10.94,4.86
18.18,1.18,-4.12,-0.08
18.25,2.2,-0.24,1.45
18.32,13.3,1.69,6.47
18.39,18.28,-20.01,10.94
18.46,7.41,-10.51,-2.71
18.53,-0.63,5.84,4.75
18.6,4.86,1.33,-6.39
18.67,-7.06,-20.01,20.01
18.74,3.53,-16.79,-12.51
18.81,1.88,-10.4,3.18
18.89,1.1,-3.41,0.27
18.96,2.39,-1.06,4.08
19.03,10.87,-3.57,-0.27
19.1,11.41,-20.01,4.94
19.17,5.06,-10.51,-4.98
19.24,-2.67,10,5.57
19.31,4.51,2.94,-3.84
20.09,14.59,-4.24,5.73
20.16,1.57,-14.79,-6.35
20.23,5.22,-12.94,3.69
20.31,0.51,-7.65,4.98
20.38,3.26,-2.28,4.43
20.45,-1.33,5.53,4.24
20.52,8.24,-19.22,6.9
20.59,7.06,-20.01,-0.98
20.66,1.41,-2.75,-2.35
20.73,4.24,0.55,0
20.8,8.79,1.92,9.45
20.87,1.96,-12.94,-2.63
20.95,14.2,-19.57,-6.59
21.02,0.75,-8,4.67
21.09,1.26,-0.43,3.88
21.16,3.8,2.9,4.08
21.23,9.69,-14.24,3.92
21.3,5.81,-15.69,-1.45
21.37,2.04,0.98,-0.27
21.44,4.28,1.73,-2.12
21.51,19.5,-13.45,-0.71
21.58,6.59,-16.16,-1.18
21.65,5.81,-11.1,12.87
21.73,1.92,-5.37,-3.1
21.8,2.04,-1.02,2.43
21.87,8.55,-0.71,-2.43
21.94,14.79,-20.01,12.55
22.01,5.73,-14.36,-1.33
22.08,1.29,0.59,-1.18
22.15,5.1,3.49,0.24
22.22,5.77,-16.59,20.01
22.29,7.1,-17.22,-0.16
22.37,1.77,-8.79,10.59
22.44,2.59,-2.71,2.63
22.51,1.22,0.31,1.18
22.58,8.47,-9.38,0
22.65,12.51,-20.01,3.33
22.72,5.49,-8.63,-2.24
22.79,-0.31,4.86,-0.71
22.86,2.31,-0.04,-4.28
22.93,8.04,-8,1.06
23,15.42,-17.02,6.35
23.07,-1.1,-7.96,2.9
23.15,2.75,-0.94,2.47
23.22,-1.41,-4.04,-7.65
23.29,6.63,-15.34,13.3
23.36,0.12,-19.06,7.92
23.43,5.02,-3.77,-2.59
23.5,2.75,2.35,-1.29
23.57,7.69,6.2,13.65
23.64,-8.32,-10.16,5.22
23.71,3.53,-5.57,18.44
23.79,2.59,4.08,6.08
23.86,2.24,13.38,-0.24
23.93,-4.75,-0.39,3.96
24,18.32,-1.88,20.01
24.07,3.41,-20.01,-4.43
24.14,-4.59,-6.94,-5.14
24.21,-6.08,8.24,-4.55
24.28,7.3,-1.49,20.01
24.35,-8.87,-16.44,7.49
24.42,17.73,-0.16,-14.59
24.49,1.18,1.18,0.24
24.57,0.12,1.45,-0.43
24.64,0.04,0.2,0.71
24.71,-6.39,-10.51,20.01
24.78,-8.47,-11.49,7.26
24.85,-3.41,3.96,-2.2
24.92,20.01,-20.01,-17.57
24.99,-14.79,-17.77,19.65
25.06,-7.45,0.75,7.57
25.13,-7.02,-5.84,16.99
25.2,4.43,1.96,-7.96
25.28,1.92,2.63,0
25.35,20.01,-17.85,-9.38
25.99,0.12,0.12,-2.67
26.06,-0.04,-15.53,20.01
26.13,6.28,-19.5,14.75
26.2,3.02,-2.63,-0.47
26.27,2.71,10.43,-1.26
26.34,6.43,9.26,17.06
26.41,-11.61,8.43,-8.71
26.48,-2.71,5.53,20.01
26.55,-3.8,7.26,7.3
26.62,-0.16,3.53,6.55
26.7,-0.86,-4.94,3.41
26.77,0.75,-2.75,20.01
26.84,7.14,-20.01,6.63
26.91,-0.86,-2.31,-0.39
26.98,0.16,8.79,-8.71
27.05,2.86,3.61,11.41
27.12,2.82,10.12,-4.75
27.19,20.01,-12.04,20.01
27.26,-2.82,6.9,12.94
27.34,-4.35,4.16,2.67
27.41,1.06,-0.12,-2.16
27.48,0.82,7.53,20.01
27.55,-4.39,-10.83,19.26
27.62,4.75,-1.88,-1.69
27.69,5.77,-11.3,-4.43
27.76,15.57,1.8,20.01
27.83,-7.3,-7.26,2.9
27.9,-7.45,3.3,12.63
27.97,3.61,-4.24,1.49
28.04,-1.73,7.61,-1.73
28.12,-0.9,0.63,4.43
28.19,-3.26,3.37,20.01
28.26,-0.31,-4.94,3.69
28.33,0.43,2.9,-4.12
28.4,-10,-2.75,-7.77
28.47,11.85,10.12,6.51
28.54,-6.16,-10.36,4.71
28.61,-2.63,1.92,5.81
28.68,2.35,-9.85,1.45
28.76,0.35,0.35,2.86
28.83,5.41,2.51,-1.88
28.9,7.37,2.12,20.01
28.97,20.01,0.55,20.01
29.04,1.88,2.47,-4.51
29.11,-20.01,13.38,-6.39
29.18,-4.08,4.35,13.53
29.25,5.18,2.59,0.55
29.32,1.1,-0.78,15.57
29.39,-0.63,-1.65,3.53
29.46,3.61,1.37,0.47
29.54,9.73,1.77,15.18
29.61,5.3,-5.37,19.81
29.68,-3.77,-2.79,7.57
29.75,-0.71,8.12,-6.79
29.82,-17.85,16.36,20.01
29.89,-5.06,13.65,-10.55
29.96,-15.14,7.49,9.61
30.03,1.73,4.35,15.26
30.1,-2.39,-3.26,12.16
30.18,2.94,1.84,0.16
30.25,9.38,-2.2,13.89
30.32,7.02,2.39,20.01
30.39,6.55,-10.28,-0.31
30.46,-1.02,4.98,-5.65
30.53,5.65,11.38,0.67
30.6,15.65,18.04,-8.39
30.67,9.77,3.53,20.01
30.74,-1.88,-2.2,16.28
30.81,-1.49,-6.67,0.63
30.89,-0.39,0.2,0.2
30.96,9.06,-3.88,16.48
31.03,0.47,-4.12,20.01
31.1,1.37,-1.92,-1.53
31.17,3.02,3.3,-5.84
31.24,-10.04,5.18,6.32
32.51,4.31,-7.02,-1.77
32.59,-0.86,1.57,-4.55
33.58,1.26,3.37,4.82
33.65,1.37,1.1,3.49
34.5,20.01,5.69,16.99
34.57,0.86,-5.57,11.53
34.64,-0.24,4,-0.94
34.71,-0.24,-4.47,-3.8
34.79,20.01,3.41,20.01
34.86,-16.48,-17.34,10.55
34.93,1.88,5.84,14.2
35,5.14,0.86,6.9
35.07,0.59,2.39,5.61
35.14,8.39,2.86,-2.31
35.21,15.22,-6.55,20.01
35.28,4.28,-7.49,11.18
35.35,0.35,3.53,-1.49
35.43,-0.2,-1.06,-4.55
35.5,20.01,1.26,20.01
35.57,-2.9,-3.73,6.16
35.64,-1.45,4.94,9.61
35.71,6.08,-3.02,-2.39
35.78,3.18,-0.75,0.67
35.85,8.16,1.06,-4.82
35.92,-14.24,1.37,20.01
35.99,1.8,-5.69,0.67
36.06,-0.9,3.37,-5.3
36.14,-4.71,0.39,2.79
36.21,20.01,20.01,20.01
36.28,0.35,1.53,9.22
36.35,7.26,-0.27,13.3
36.42,-0.39,-0.75,3.26
36.49,1.92,-0.12,-0.51
36.56,10.9,6.39,2.9
36.63,6.63,-4.94,20.01
36.7,0.86,-7.77,3.02
36.77,-0.9,10.12,-3.57
36.84,9.14,9.96,0.39
36.92,2.28,10.59,-4.9
36.99,8.2,1.88,15.49
37.06,0.47,3.14,12.36
37.13,2.47,0.55,-3.49
37.2,4.51,6.08,-2.04
37.27,20.01,3.37,17.97
37.34,-16.4,-16.36,20.01
37.41,20.01,-20.01,-20.01
37.48,14.04,-0.86,-15.97
37.56,9.14,3.73,16.87
37.63,-6.39,6.63,-8.2
37.7,-2.12,16.28,15.85
37.77,-3.61,-0.55,18.91
37.84,-2.16,4.9,4.55
37.91,20.01,6.94,-14.47
37.98,-5.96,-4.67,18.83
38.05,-11.18,-9.69,5.92
38.12,-2.82,2.12,-3.22
38.19,-20.01,17.1,-8.39
38.26,-1.88,3.06,20.01
38.34,-10.24,1.06,7.34
38.41,1.14,3.57,8.59
38.48,2.82,-0.2,-2.47
38.55,0.35,-0.78,-0.67
38.62,4.04,0.04,12.71
38.69,0.27,-8.83,17.06
38.76,0.35,1.73,1.18
38.83,0,5.26,-13.3
38.9,3.14,13.14,20.01
38.98,-17.97,13.1,-1.88
39.05,13.26,8.12,17.73
39.12,0.39,5.02,9.38
39.19,-0.35,1.61,-1.14
39.26,1.77,5.77,-4.71
39.33,13.65,5.69,20.01
39.4,-14.67,-0.2,-11.22
39.47,-1.57,0.94,5.3
39.54,-1.96,0.24,-5.84
39.61,4.12,0.27,-3.41
39.68,-14.24,0.9,15.93
39.76,10.47,20.01,11.14
40.47,0.39,8.79,10.24
40.54,4.35,6.55,3.96
40.61,-7.88,-3.02,8.87
40.68,-2.39,4.47,-6.75
40.75,17.5,2.35,20.01
40.82,-4.9,-10.59,14.16
40.89,1.29,-0.9,-1.02
40.96,2.43,-4.47,-4.2
41.03,20.01,4.59,17.93
41.11,-12,-9.73,5.37
41.18,-2.59,2.31,17.34
41.25,7.37,0.86,-5.26
41.32,1.8,0.39,-0.16
41.39,8.51,5.1,-6.24
41.46,-9.14,13.73,20.01
41.53,-2.82,-4.2,10.51
41.6,-1.53,2.39,-1.14
41.67,1.37,-2.28,-3.73
41.74,14.16,19.26,20.01
41.81,-8.98,2.47,7.37
41.89,4.86,6.71,19.61
41.96,6.79,2.98,5.81
42.03,0.9,1.41,2.63
42.1,10.4,4.67,5.26
42.17,-5.81,5.3,20.01
42.24,2.71,-7.37,2.82
42.31,2.2,3.61,-8.36
42.38,-3.88,4.55,-1.26
42.45,2.63,14.32,15.81
42.52,-10.36,5.49,9.61
42.6,-1.26,1.8,11.53
42.67,18.44,15.22,-20.01
42.74,2.71,1.22,1.49
42.81,17.69,7.22,11.73
42.88,2.55,9.02,20.01
42.95,-1.73,-4.86,0
43.02,1.84,4.82,-8.9
43.09,-4.98,5.61,6.35
43.16,8,-0.24,20.01
43.24,-5.65,-0.24,12.04
43.31,4.98,7.02,10.94
43.38,0.75,-4.43,-3.33
43.45,1.26,-0.24,-2.12
43.52,11.1,8.16,5.92
43.59,-5.65,-3.53,20.01
43.66,3.53,-7.49,-0.24
43.73,1.73,4.86,-7.85
43.8,-10.2,16.24,8.32
43.87,4.43,1.65,7.34
43.95,7.57,10.08,20.01
44.02,4.2,14.28,5.02
44.09,10.43,2.16,-0.12
44.16,0.75,-2.28,-2.71
44.23,18.91,-9.22,20.01
44.3,-1.37,0.35,19.97
44.37,-0.51,-3.37,-2.04
44.44,3.22,-0.82,-10.28
44.51,17.81,3.8,18.55
44.58,-3.73,1.65,0.94
44.65,19.34,4.94,13.81
44.73,2,-6.08,7.06
44.8,0.04,-1.53,-9.34
44.87,2.75,-0.31,0.78
44.94,19.3,-5.02,20.01
45.01,3.3,4.94,17.81
45.08,3.61,-6.16,-2.94
45.15,0.55,1.22,-8.55
45.22,20.01,-8.87,12.16
45.29,-10.08,9.49,5.41
45.36,10.71,11.02,18.24
45.44,3.1,2.47,6.67
45.51,0.43,-5.33,0.82
45.58,-0.31,-3.77,-5.45
45.65,20.01,-1.14,20.01
45.72,2.39,0.86,19.89
46.5,-20.01,14.91,-20.01
46.57,-0.9,2.55,-1.29
46.64,3.14,0.27,8.2
46.71,-6.9,4.39,3.69
46.79,19.02,-2.04,20.01
46.86,-5.02,5.14,10.51
46.93,4.98,1.77,2.55
47,0.47,-0.16,-1.96
47.07,9.61,11.96,1.53
47.14,-3.92,3.77,20.01
47.21,-1.06,0.12,6
47.28,-3.45,6.98,-9.69
47.35,3.96,-5.26,8.39
47.42,-13.1,2.2,10.4
47.49,-11.02,12.4,19.81
47.57,-4.98,0.9,-7.96
47.64,4.08,3.22,-5.61
47.71,-0.2,-0.67,-2.55
47.78,-2.39,6.47,19.85
47.85,-6.47,-20.01,20.01
47.92,2,-3.53,-0.16
47.99,1.1,7.96,-6.59
48.06,18.91,11.77,8.71
48.13,-18.01,-20.01,2.35
48.21,12.67,9.57,11.57
48.28,3.65,6.55,8.08
48.35,-7.34,7.49,13.06
48.42,9.89,3.61,-7.18
48.49,19.5,17.02,20.01
48.56,2.94,-1.06,20.01
48.63,4.71,-10.67,1.14
48.7,-0.47,-2.79,3.8
48.77,11.85,-8.2,13.77
48.84,-5.53,-12.2,-0.16
48.92,-2.39,0.9,10.9
48.99,-1.8,4.79,11.3
49.06,2.82,-0.16,-0.43
49.13,5.18,7.88,1.02
49.2,9.14,-1.8,18.95
49.27,-3.33,-9.18,-4.28
49.34,0.9,8.51,-9.06
49.41,0.08,2.08,0.71
49.48,3.37,16.28,-17.46
49.55,0.9,-13.73,9.14
49.62,2.39,2.28,12.2
49.7,3.22,1.53,-8.71
49.77,2.51,0.55,1.06
49.84,5.57,7.22,0.75
49.91,3.14,6.2,20.01
49.98,2.75,-2.35,1.96
50.05,2.28,4.71,-5.77
50.12,-10.79,-3.26,4.43
50.19,2.86,13.69,4.63
50.26,20.01,5.81,20.01
50.33,3.53,0.24,16.08
50.41,2.63,4.24,0.98
50.48,1.29,-0.31,-1.41
50.55,14.75,3.69,7.85
50.62,5.06,-7.14,16.48
50.69,3.26,-4.98,1.41
50.76,2.47,6.2,-7.88
50.83,17.02,12.36,5.18
50.9,-2.79,20.01,-1.1
50.97,17.1,1.92,20.01
51.05,2.59,9.02,6.24
51.12,3.26,5.1,4.98
51.19,-0.27,-1.73,-2.35
51.26,14.12,8.43,20.01
51.33,-17.89,2.28,20.01
51.4,4.16,-2.43,1.02
51.47,-0.31,-1.65,-7.41
51.54,20.01,-1.61,12.94
51.61,-9.26,20.01,-2.71
51.68,20.01,3.57,20.01
52.46,3.14,-0.67,1.49
52.54,1.73,0.63,0.39
52.61,1.14,-1.84,-0.43
52.68,19.53,10.98,20.01
52.75,-19.53,2.2,20.01
52.82,3.37,-0.86,2.79
52.89,4.51,4.28,-10.51
52.96,19.14,10.67,16.04
53.03,3.57,12.71,-4
53.1,20.01,5.57,20.01
53.17,-13.69,-4.43,12.75
53.25,1.22,1.41,0.43
53.32,4.39,1.14,1.65
53.39,20.01,4.43,16.32
53.46,-20.01,-3.37,20.01
53.53,-0.75,0.78,-0.67
53.6,0.71,14.44,-5.06
53.67,0.12,12.2,20.01
53.74,-17.34,11.77,20.01
53.81,-2.67,-1.33,20.01
53.89,-3.88,8.51,14.24
53.96,0.43,1.57,-2.59
54.03,-0.31,-3.77,2.43
54.1,-4.86,19.22,10.83
54.17,-20.01,-8.24,18.2
54.24,-3.88,-0.35,0.86
54.31,3.26,6.83,-7.96
54.38,3.33,14.08,13.81
54.45,10.24,13.45,-20.01
54.52,-1.84,-0.63,20.01
54.59,6.04,7.45,4.9
54.67,-4.39,4.71,15.02
54.74,0.55,-0.67,-0.12
54.81,7.41,5.33,20.04
54.88,-19.81,-12.75,20.01
54.95,-2.35,-5.65,9.65
55.02,2.43,7.49,-10.47
55.09,-2,8.28,18.28
55.16,-9.14,4.86,-11.65
55.23,-2.35,19.14,6.63
55.3,-11.53,10.36,18.95
55.38,-2,2.71,4.35
55.45,3.26,3.57,-5.49
55.52,12.87,5.14,20.01
55.59,-11.49,-7.1,20.01
55.66,0.08,-6.79,1.29
55.73,2.39,-3.14,-11.14
55.8,17.93,-1.45,8.32
55.87,-10.12,14.4,-11.81
55.94,20.01,17.65,20.01
56.02,10.04,1.61,0.67
56.09,3.73,7.26,-2.43
56.16,0.55,-0.16,-2.28
56.23,10.36,10.9,16.4
56.3,-20.01,19.73,20.01
56.37,1.84,-5.96,4.86
56.44,2.67,6.39,-6.32
56.51,-5.96,8.79,12.47
56.58,-1.45,3.06,11.65
56.65,20.01,-0.9,20.01
56.73,3.65,2.39,7.3
56.8,-1.02,1.29,0.75
56.87,0.47,1.61,-2.59
56.94,4,5.1,16.4
57.01,-12.04,7.53,20.01
57.08,-6.51,12.71,3.53
57.15,-1.49,2.2,-1.8
57.22,4.75,-0.47,-1.57
57.29,6.16,-1.37,-1.06
57.36,-0.94,7.96,11.69
57.43,-0.71,14.47,12.16
57.51,0.63,0.31,-6.71
57.58,3.14,1.84,-0.27
57.65,2.12,1.53,0.63
57.72,-1.77,20.01,11.85
58.43,-2.82,20.01,20.01
58.5,-8.75,5.57,12.67
58.57,-0.82,1.37,-2.28
58.64,-1.69,-1.37,-7.02
58.71,16.59,6.83,20.01
58.78,-7.96,7.45,5.96
58.86,-6.98,10.63,10.43
58.93,-4.67,-0.94,16.59
59,7.57,-0.9,5.77
59.07,1.92,3.02,-2.55
59.14,0.86,20.01,20.01
59.21,-6.83,-3.8,11.02
59.28,1.45,1.06,-2.2
59.35,0.63,-7.41,-11.57
59.42,7.49,-0.08,4.59
59.49,-1.53,-13.3,-7.96
59.57,5.96,1.14,16.08
59.64,-4.94,2.47,0
59.71,0.04,1.1,4.2
59.78,-0.16,0.9,3.14
59.85,0.43,11.02,20.01
59.92,0.47,5.37,10.4
59.99,0.47,7.1,11.65
60.06,-0.86,2.71,-6.9
60.13,-0.94,2.35,4.04
60.2,-4.2,4.28,6.16
60.27,-4.39,2.2,6.71
60.35,-3.53,5.33,5.69
60.42,-1.61,2.55,7.37
60.49,0.2,2.94,3.53
60.56,-2.43,5.49,7.18
60.63,-1.18,3.77,7.26
60.7,-1.37,3.96,7.22
60.77,-1.14,4.63,6.75
60.84,-1.53,4.12,7.45
60.91,-1.41,4.08,7.37
60.99,-1.33,4.55,6.83
