NAME:,run_2_1,,
27.41,1.06,2.59,-0.67
27.48,3.18,4.98,0.12
27.55,-4.04,-20.01,15.3
27.62,1.33,-14.47,-3.49
27.69,-4.24,-14.87,-2.16
27.76,1.1,-6.98,-1.22
27.83,-0.82,-0.86,-1.96
27.91,10.4,-3.45,-12.2
27.98,2,-20.01,-2.82
28.05,1.41,-18.04,-3.49
28.12,-1.26,-1.84,-3.45
28.19,4.43,1.14,-4.16
28.26,14.67,-14.79,-14.08
28.33,-8.67,-12.24,-12.75
28.4,0.67,-14.75,-2.51
28.47,0.16,-10,0.59
28.55,-1.49,-1.14,-1.22
28.62,0.63,1.41,2.94
28.69,3.37,-20.01,1.8
28.76,-4.82,-20.01,-6.63
28.83,3.45,-8.08,-5.53
28.9,2.31,5.18,-2.63
28.97,3.49,-0.24,0.04
29.04,-2.2,0.2,-8.75
29.11,5.02,-20.01,7.02
29.18,1.57,-10.63,-0.16
29.25,1.53,-1.69,-0.24
29.33,-1.53,-0.94,-0.75
29.4,4.35,-18.48,2.04
29.47,-1.73,-20.01,-5.69
29.54,1.96,-10,-5.37
29.61,0.35,3.26,-2.35
29.68,3.65,4.39,1.14
29.75,-3.06,-4.24,7.69
29.82,6.08,-16.59,-1.61
29.89,-0.9,-12.28,3.92
29.97,-0.04,-2.43,1.53
30.04,-0.51,-0.12,-1.22
30.11,2.75,-20.01,-0.31
30.18,-3.57,-20.01,-8.43
30.25,1.29,-11.85,-3.14
30.32,0.98,3.33,-0.47
30.39,4.35,5.41,0.27
30.46,-1.61,-18.08,4.82
30.53,2.98,-14.98,-2.55
30.6,1.84,-12.04,3.69
30.67,0.39,-3.84,-0.94
30.75,-1.53,-0.63,-1.53
30.82,5.69,-20.01,9.73
30.89,-8.24,-20.01,-8.12
30.96,1.57,-10.55,-4.71
31.03,1.53,5.22,-2.75
31.1,1.61,-1.33,3.14
31.17,0,-17.1,-3.96
31.24,6.08,-12.94,-0.86
31.31,-1.88,-11.06,3.22
33.07,-0.75,-19.89,-3.53
33.14,0.67,-6.04,-3.53
34.13,4.67,-18.2,0.75
34.2,-0.08,-11.77,2.86
34.56,2,-13.38,-4.51
34.63,-1.88,1.06,-3.18
34.7,1.29,2.35,2.55
34.77,15.61,-9.06,-13.22
34.84,-4.79,-12.59,-11.85
34.91,4.28,-14,-3.69
34.99,-1.06,-10.83,1.92
35.06,-1.69,-2.67,-2.9
35.13,1.73,-0.39,-1.96
35.2,-0.16,-18.36,2.16
35.27,-2.51,-20.01,-7.61
35.34,1.65,-8.59,-5.26
35.41,2.55,3.73,-2.12
35.48,6,-1.14,8.55
35.55,-5.73,-20.01,12.91
35.62,1.96,-11.89,-5.88
35.69,-2.08,-15.1,2.51
35.77,-0.94,-9.3,-4.51
35.84,0.2,0.75,-1.8
35.91,7.69,-2.82,-5.92
35.98,-0.55,-20.01,-4.67
36.05,-0.2,-18.51,-2.16
36.12,-0.67,-2.75,-2.71
36.19,5.06,4.82,-2.67
36.26,12.98,-14.95,-1.06
36.33,-3.02,-11.41,-5.96
36.41,2.24,-15.73,-0.2
36.48,-2.82,-10,-0.63
36.55,0.59,0.71,0.39
36.62,3.06,1.77,8.9
36.69,3.22,-19.46,2.31
36.76,-2.71,-20.01,-2.9
36.83,3.3,-6.59,-4.94
36.9,2,3.73,-2.94
36.97,8.87,-6.04,-4.35
37.04,-6.71,-14.79,-12.94
37.11,3.77,-15.85,-2.71
37.19,-0.86,-12.12,1.45
37.26,0.82,-2,-0.35
37.33,-0.27,-0.51,-2
37.4,3.14,-20.01,1.77
37.47,-5.45,-20.01,-6.9
37.54,0.55,-8.83,-6.24
37.61,2.08,6.16,-2.2
37.68,6.04,1.69,2.9
37.75,-1.37,-1.22,19.97
37.83,-0.27,-18.79,-0.51
37.9,-1.41,-14.2,3.33
37.97,3.37,-2.79,-0.27
38.04,-1.57,-0.08,-3.65
38.11,0.78,-14.55,2.59
38.18,2,-20.01,-3.14
38.25,2.63,-11.89,-2.86
38.32,0.86,0.27,0.82
38.39,1.8,3.41,-2.9
38.46,-4.98,-20.01,17.53
38.53,1.33,-12.47,-2.51
38.61,-0.31,-14.04,4.55
38.68,-0.39,-6.24,-1.8
38.75,-1.06,-2.51,-0.94
38.82,6.86,-3.84,-8.51
38.89,5.14,-20.01,1.8
38.96,-2.08,-17.3,-4.12
39.03,-0.67,-3.49,-3.3
39.1,5.02,7.61,-0.51
39.17,15.06,-7.18,-6
39.25,-5.61,-11.49,-12.2
39.32,-0.86,-15.49,-0.51
39.39,-1.8,-6.39,0.94
39.46,1.33,-0.27,-0.75
39.53,2.43,2.94,5.61
39.6,1.45,-18.24,0.12
39.67,0.47,-20.01,-2.12
39.74,1.69,-7.06,-3.69
39.81,2.35,3.8,-0.94
40.52,1.06,4.67,-0.51
40.59,1.18,2.35,0.9
40.66,-2.59,-20.01,17.06
40.74,1.41,-12.79,-4.67
40.81,-0.12,-12.87,1.92
40.88,0.04,-7.88,-1.92
40.95,-1.88,1.06,-0.86
41.02,10.87,-5.37,-10.04
41.09,4.16,-19.97,3.33
41.16,3.73,-15.14,-2.59
41.23,-1.14,-2.59,0.04
41.3,3.33,4.86,-4.28
41.38,16.99,-5.45,-8.12
41.45,-5.33,-11.81,-6.67
41.52,-0.2,-16.59,-0.94
41.59,-0.59,-9.22,2.47
41.66,-0.08,-1.88,-0.12
41.73,0.94,3.73,1.8
41.8,3.18,-15.85,-1.92
41.87,-2.31,-20.01,-3.14
41.94,1.73,-6.2,-6.67
42.01,1.88,5.92,-3.49
42.08,6.47,-5.92,3.88
42.16,-2.63,-9.26,-14.12
42.23,6.16,-19.02,0.12
42.3,-0.59,-12.28,2.9
42.37,1.22,-0.78,0.51
42.44,0.31,-0.82,-0.31
42.51,2.75,-16.4,3.73
42.58,-2.55,-20.01,-4
42.65,3.73,-11.34,-2.67
42.72,-0.16,2.2,-2.86
42.8,1.84,5.61,-1.41
42.87,10.2,-20.01,20.01
42.94,-2.9,-12.91,-8.16
43.01,0.75,-14.08,0.86
43.08,-2.51,-8.83,-1.29
43.15,0.2,0.16,-1.06
43.22,6.75,-0.47,0.08
43.29,2.59,-20.01,3.49
43.36,1.65,-19.02,-3.88
43.43,0.16,-3.41,-2.39
43.65,0.9,-12.75,-10.98
43.72,6.24,-16.55,0.59
43.79,-0.12,-12.59,2.35
43.86,0.47,-3.73,0.71
43.93,-0.27,0.31,-2.75
44,10.4,-8.94,2.2
44.07,-0.27,-20.01,-1.57
44.14,2.31,-13.42,-5.96
44.22,-0.47,2.71,-2.31
44.29,4.86,3.88,0.43
44.36,-2.79,-20.01,11.41
44.43,-0.51,-14.91,-6.35
44.5,-2.12,-14.83,1.96
44.57,0.86,-6.08,-4.28
44.64,0.71,0.2,0
44.71,13.18,-6,-4.08
44.78,2.39,-20.01,0.9
44.85,3.49,-13.69,-1.77
44.92,-0.35,-0.08,-2.55
45,2.9,5.33,-4.24
45.07,20.01,-6.16,-9.38
45.14,-4.43,-12.51,-10
45.21,1.29,-13.93,-0.39
45.28,-1.06,-8.63,1.65
45.35,-1.26,-2.75,-2.9
45.42,7.06,-3.3,-5.02
45.49,4.12,-15.02,-0.47
45.56,-1.22,-20.01,-2.75
45.64,0.39,-5.84,-6.55
45.71,1.18,4.67,-2.82
45.78,4.82,-4.59,3.77
45.85,-0.24,-10.16,-10.79
46.49,2.24,5.53,4.51
46.56,-14.04,-20.01,2.43
46.63,-4,-15.46,-8.43
46.7,-0.98,-12.32,3.73
46.77,0.47,-4.28,0.24
46.84,0.04,-0.31,-1.37
46.91,15.73,-3.37,-9.38
46.98,-0.43,-20.01,-2.9
47.05,2.79,-12.83,-2
47.13,-1.73,-0.63,-1.65
47.2,4.9,3.18,1.06
47.27,4.39,-4.82,4.51
47.34,7.41,-16.87,0.82
47.41,-1.57,-13.81,1.77
47.48,0,-6.75,-1.53
47.55,-1.26,-1.57,-3.96
47.62,13.85,-4.94,-2.75
47.69,4.63,-20.01,-0.63
47.77,1.73,-15.69,-0.67
47.84,0.51,-2.08,-1.53
47.91,2.98,4.98,0.55
47.98,13.77,-20.01,12.94
48.05,-2.31,-17.81,-6.67
48.12,-1.37,-12.94,1.53
48.19,1.22,-5.18,1.73
48.26,1.1,-1.84,-2
48.33,4.55,2.75,4.28
48.4,4.39,-20.01,7.85
48.47,-6.63,-20.01,-4.24
48.55,0.59,-2.79,-2.24
48.62,3.61,4.86,-3.88
48.69,16.55,-7.65,-10.47
48.76,-7.69,-10.16,-11.57
48.83,-0.43,-16.91,-2.24
48.9,1.33,-9.81,4.67
48.97,0.82,-1.37,-1.26
49.04,0.04,0.55,-1.49
49.11,6.12,-13.85,6.43
49.19,-5.77,-20.01,-4.35
49.26,3.73,-11.77,-1.06
49.33,1.33,3.57,1.02
49.4,3.77,1.45,3.84
49.47,-4.86,-12.24,20.01
49.54,3.69,-11.77,-2.51
49.61,-3.96,-15.18,1.41
49.68,2.35,-8,-2.16
49.75,-0.94,-1.29,-0.16
49.82,4,1.49,2.43
49.89,4.16,-20.01,8.79
49.97,-1.8,-17.06,-5.18
50.04,-2.2,-2.04,-2.75
50.11,5.88,5.69,-6.32
50.18,10.83,-0.51,-6.71
50.25,-5.41,-11.53,-8.2
50.32,2.63,-13.34,-0.35
50.39,-2.43,-9.41,-1.8
50.46,-1.84,-2.35,-0.47
50.53,1.22,-1.18,0.71
50.61,7.61,-20.01,11.69
50.68,-8.28,-18.71,-2.43
50.75,2.12,-5.77,-2.24
50.82,1.88,7.06,-5.37
50.89,0.08,-6.94,5.18
50.96,-0.16,-15.38,-5.53
51.03,6.04,-20.01,5.73
51.1,-3.88,-9.65,2
51.17,-2.43,-2.28,-3.65
51.24,3.88,0.24,6.59
51.31,4.2,-20.01,11.57
51.39,-8.67,-20.01,-2.82
51.46,0.75,-7.85,-6.75
51.53,-2.86,5.73,-4.71
51.6,3.06,-9.02,3.57
51.67,-0.04,-6.2,-6.16
51.74,7.02,-17.53,3.26
52.52,2.31,-14,5.53
52.59,0.16,-9.61,3.8
52.66,-1.84,-1.14,-1.69
52.74,3.8,1.49,2.59
52.81,2.08,-20.01,11.1
52.88,-3.41,-16.91,-3.8
52.95,1.33,-6,-4.82
53.02,3.06,4.43,-3.18
53.09,15.57,-7.88,1.73
53.16,-6.9,-15.77,-1.49
53.23,-1.06,-17.26,0.47
53.3,-0.04,-10.55,-0.63
53.37,-0.98,-1.73,-0.86
53.44,2.39,2.63,10.16
53.52,2.2,-19.73,2.59
53.59,-3.77,-20.01,-6.39
53.66,1.49,-5.88,-7.45
53.73,2.63,4.08,-3.02
53.8,5.77,-4.51,-3.77
53.87,-2.28,-8,-14.28
53.94,2.12,-16.2,0.67
54.01,0.67,-9.41,2.16
54.08,-1.84,-4.16,-0.75
54.16,2.31,-1.29,-0.31
54.23,-2.35,-20.01,4.75
54.3,-2.71,-20.01,-6.2
54.37,0.59,-4.24,-5.37
54.44,2,6.51,-5.84
54.51,3.84,-8.12,3.02
54.58,-0.39,-7.37,-1.49
54.65,5.02,-20.01,0.39
54.72,-2.12,-11.45,2.86
54.79,-1.18,-1.14,1.06
54.86,2.71,-1.41,-0.51
54.94,0.39,-20.01,5.88
55.01,-4.35,-20.01,-4.71
55.08,0.16,-7.1,-4.9
55.15,2.08,5.1,-4.39
55.22,2.82,-5.37,4.71
55.29,1.92,-6.59,17.53
55.36,-1.33,-19.65,-0.67
55.43,-4.51,-13.26,3.41
55.5,1.88,-3.26,-0.94
55.58,1.49,-1.65,-1.06
55.65,15.57,-8.16,-6.71
55.72,-1.14,-20.01,-2
55.79,1.88,-13.38,-4.31
55.86,-2.39,1.14,-1.14
55.93,3.3,2.63,-1.29
56,11.18,-8.71,-20.01
56.07,-5.14,-12.71,-13.89
56.14,2.28,-13.53,2.55
56.21,-2.94,-10.36,0.86
56.28,-1.14,-1.8,-2.59
56.36,0.82,0.51,6.83
56.43,3.45,-20.01,7.41
56.5,-6.08,-20.01,-4.67
56.57,1.61,-6.71,-4.82
56.64,2.2,3.92,-0.71
56.71,6.24,-0.31,0.71
56.78,-5.73,-11.85,-13.61
56.85,3.65,-19.02,0.78
56.92,-1.73,-11.26,4.16
57,1.84,-1.92,1.06
57.07,-1.69,-1.1,-2.94
57.14,3.22,-19.85,3.8
57.21,-1.41,-20.01,-4
57.28,3.8,-15.3,-1.49
57.35,-1.73,-0.12,1.1
57.42,3.88,3.69,1.29
57.49,-9.14,-20.01,15.89
57.56,-2.28,-14.36,-4.2
57.63,-0.75,-13.53,1.14
57.7,1.18,-5.96,-0.98
57.78,-1.53,-2.43,-0.2
58.49,-0.51,-2.24,-0.47
58.56,1.61,0.2,-0.16
58.63,-0.47,-20.01,6.08
58.7,-9.18,-20.01,-7.53
58.77,2.47,-7.06,-5.69
58.84,2.67,6.59,-2.47
58.91,7.3,-4.35,-0.51
58.98,-2.2,-12.24,-10.32
59.05,4.04,-17.77,-1.53
59.13,0.08,-11.69,3.45
59.2,-1.53,-3.8,-1.8
59.27,0.71,0.08,-1.84
59.34,7.37,-20.01,6.47
59.41,-7.02,-20.01,-9.26
59.48,2.04,-9.65,-4.16
59.55,1.33,7.14,-3.14
59.62,5.88,-3.69,5.84
59.69,-7.34,-6.39,-9.77
59.76,2.43,-18.67,-0.94
59.83,1.65,-10.43,0.98
59.91,-2.67,-1.14,0.35
59.98,0.86,-0.35,1.37
60.05,5.96,-11.77,0.94
60.12,-11.53,-20.01,-6.43
60.19,5.88,-13.89,0.39
60.26,2.67,6.83,-1.53
60.33,3.73,-1.18,5.22
60.4,-1.96,-12.67,16.04
60.47,1.26,-20.01,2.59
60.55,-3.26,-10.79,2.59
60.62,1.49,-5.53,0.59
60.69,-0.94,1.8,-0.31
60.76,7.53,-8.51,-9.65
60.83,3.02,-20.01,-2.59
60.9,0.35,-17.42,1.26
60.97,0.94,-0.24,-0.82
