NAME:,run_4_2,,
11.45,1.84,-2.28,-2.94
11.53,0.71,4.04,-4.59
11.6,-6.04,-1.53,-13.85
11.67,16.28,-12.94,-11.26
11.74,-4.31,-13.53,-0.04
11.81,-1.69,-6.12,-3.69
11.88,-2.75,1.26,-3.84
11.95,-5.92,3.45,-4.63
12.02,-6.59,-20.01,1.18
12.09,-0.2,-19.93,-0.82
12.16,1.1,-4.75,-1.92
12.24,2.24,5.26,-5.1
12.31,-6.32,0.24,-14.95
12.38,19.38,-20.01,-13.77
12.45,-5.1,-14.36,-0.75
12.52,-0.63,-6.43,-2.9
12.59,-2.94,2,-3.77
12.66,-8.08,3.33,-4.51
12.73,-6.32,-18.59,11.14
12.8,0.24,-19.53,-1.26
12.88,2,-4.12,-1.65
12.95,1.06,4.47,-6.2
13.02,-9.06,-1.8,-11.96
13.09,16.87,-20.01,-17.02
13.16,-7.65,-15.06,-0.31
13.23,0.98,-6.24,-2.31
13.3,-3.18,0.78,-3.65
13.37,-7.02,4.2,-4.51
13.44,-2,-20.01,13.73
13.51,2.04,-18.63,-1.92
13.58,0.94,-2.16,-4.31
13.66,1.65,2.9,-4.31
13.73,-8.47,-2.28,-14.91
13.8,19.69,-20.01,-12.87
13.87,-2.63,-13.49,-4.39
13.94,-1.45,-5.22,-3.18
14.01,-0.75,3.88,-4.16
14.08,-4.51,0.08,-12.87
14.15,-1.14,-15.77,-7.41
14.22,2.12,-15.26,-3.14
14.29,1.73,-0.31,-1.69
14.37,-0.78,2.67,-3.73
14.44,-20.01,-20.01,15.65
14.51,-2.55,-19.73,5.02
14.58,-0.2,-10.83,-8.2
14.65,-3.92,-3.88,-4.28
14.72,-0.71,4.82,-4.59
14.79,-2.55,-16.83,-19.26
14.86,-0.51,-16.51,-7.61
14.93,4.16,-12.87,-4.31
15.01,1.22,3.18,-3.69
15.08,-2.63,0.9,-2.28
15.15,-19.81,-20.01,20.01
15.22,-1.33,-20.01,12.04
15.29,0.63,-11.85,-8.87
15.36,-5.92,-2.04,-4.82
15.43,-0.24,3.77,-4
15.5,-10.2,-16.67,-6.28
15.57,-3.96,-10.63,-5.61
15.64,4.16,-12.91,-3.69
15.72,0.67,4.12,-4.39
15.79,-3.8,1.45,-3.65
15.86,5.53,-18.48,-6.71
15.93,-4.31,-19.57,-3.77
16,0.51,-8.36,-5.61
16.07,-4.59,-2.82,-3.57
16.14,-0.12,4.59,-3.77
16.21,-0.82,-14.32,-20.01
16.28,2.55,-14.16,-5.45
16.35,1.29,-12.36,-1.02
16.42,2.43,4.47,-5.41
16.5,-3.49,0.94,-1.96
17.42,3.1,-10.94,-8.24
17.49,-6.47,0,-4.86
17.56,-0.94,3.26,-4.55
17.63,-9.61,-19.85,2.16
17.7,0,-14.63,-4.43
17.77,3.53,-10.47,-2.63
17.85,1.8,3.69,-5.02
17.92,-2.9,0.75,-5.81
17.99,8.04,-14.04,-12.28
18.06,-5.33,-19.38,-7.1
18.13,0.78,-6.51,-4.59
18.2,-2.98,-1.61,-2.79
18.27,-1.73,4.24,-4.98
18.34,-12.94,-20.01,-1.33
18.41,1.65,-18.32,-2.28
18.48,2.98,-8.43,-2.28
18.56,2.79,5.37,-5.14
18.63,-2.79,1.18,-2.12
18.7,-0.31,-10.87,-8.94
18.77,-8.32,-20.01,10.43
18.84,3.06,-8.79,-9.77
18.91,-3.65,-5.45,-4.2
18.98,-0.16,4.2,-5.1
19.05,-8.98,-17.3,-11.65
19.12,-1.22,-16.87,-8.59
19.19,1.65,-15.06,-2
19.26,2.28,1.02,-2.16
19.34,-3.37,2.08,-1.84
19.41,-2.94,-15.53,6.59
19.48,-3.92,-20.01,3.61
19.55,1.22,-10.2,-8.71
19.62,-6.94,-3.33,-4.39
19.69,-0.75,4.51,-3.61
19.76,-9.61,-17.73,-5.88
19.83,-1.69,-12.47,-6.2
19.9,4.75,-10.71,-1.69
19.98,3.1,3.77,-3.49
20.05,-3.06,1.45,-7.61
20.12,13.81,-18.01,-12.08
20.19,-6.35,-18.87,-4.63
20.26,0,-6.16,-4.04
20.33,-3.45,1.06,-4.35
20.4,-5.69,2.9,-4.12
20.47,9.22,-20.01,3.02
20.54,0.47,-18.71,-0.78
20.61,2.28,-5.49,-1.84
20.69,-3.14,6.79,-5.84
20.76,-7.96,-1.92,-12.16
20.83,20.01,-20.01,-9.73
20.9,-3.96,-13.1,-2.2
20.97,-0.39,-5.88,-2.67
21.04,-1.96,2.16,-3.57
21.11,-8.12,3.1,-4.79
21.18,-5.92,-16.79,-5.18
21.25,0.35,-18.12,0.2
21.32,2.28,-3.41,-1.1
21.39,0.78,3.57,-5.33
21.47,-11.34,-11.18,-17.18
21.54,19.46,-19.81,-19.02
21.61,-3.96,-13.06,0.75
21.68,0.16,-6.75,-2.04
21.75,-3.14,3.18,-3.65
21.82,-6.55,3.73,-4.31
21.89,-8.2,-19.89,19.93
21.96,0.55,-19.5,-1.22
22.03,2.31,-6.12,-1.45
22.1,1.73,4.59,-7.18
22.18,-8.24,-2.59,-12.94
22.25,17.81,-18.01,-16.08
22.32,-7.06,-15.85,0.55
22.39,0.39,-6.04,-2.82
22.46,-4.86,2.51,-4.51
22.53,-6.39,2.67,-5.73
23.38,0.43,-16.95,0
23.45,0.55,-2.55,-2.16
23.53,1.1,2.82,-4.63
23.6,-20.01,-20.01,-5.41
23.67,16.28,-20.01,-5.69
23.74,-1.45,-13.18,-6.32
23.81,-0.2,-5.81,-2.12
23.88,-1.33,3.3,-4.59
23.95,1.29,-4.86,-15.22
24.02,-2.98,-16.4,-5.37
24.09,-0.04,-17.14,-1.69
24.16,2.39,-2.71,-1.45
24.23,-0.51,1.41,-3.41
24.31,-20.01,-20.01,-8
24.38,14.75,-18.08,-0.9
24.45,-1.29,-13.34,-6.51
24.52,-1.84,-5.61,-2.71
24.59,-1.61,3.69,-4.86
24.66,-7.57,0.43,-6.47
24.73,-3.61,-15.97,-5.49
24.8,0.12,-15.57,-1.61
24.87,2.12,-2.12,-2.08
24.94,0.82,2.2,-3.96
25.02,-12.71,-13.85,-16.51
25.09,18.24,-20.01,-7.14
25.16,-1.22,-14.04,-9.53
25.23,-1.37,-7.18,-1.65
25.3,-1.57,-0.12,-3.8
25.37,-4.71,3.57,-3.53
25.44,5.57,-20.01,8.59
25.51,2.12,-20.01,-1.61
25.58,2.71,-7.41,-1.88
25.66,1.88,6.04,-7.18
25.73,-6.16,-1.02,-7.49
25.8,15.02,-13.96,-14.04
25.87,-9.18,-18.16,-4.59
25.94,3.41,-7.65,-2.94
26.01,-5.81,-2.47,-3.18
26.08,0,4.59,-4.82
26.15,-9.92,-15.06,-9.73
26.22,2.2,-15.26,-6.32
26.29,2.67,-14.83,-2
26.36,1.65,1.18,-3.1
26.44,-2.04,2.31,-1.77
26.51,-13.22,-18.44,14.98
26.58,-1.61,-19.02,7.69
26.65,2.28,-10.43,-8.12
26.72,-4.59,-4.28,-5.37
26.79,-0.47,5.1,-3.61
26.86,1.14,-14.28,-20.01
26.93,0.08,-13.77,-7.02
27,4.12,-12.16,-2.75
27.07,4.31,1.29,-4.04
27.15,-1.77,0.2,-3.14
27.22,-6.47,-18.4,7.3
27.29,-6.9,-19.93,-4.16
27.36,1.92,-7.69,-6.83
27.43,-4.51,-2.47,-3.73
27.5,-0.12,3.73,-4.59
27.57,-14.28,-20.01,2.12
27.64,3.65,-16.36,-4.75
27.71,1.41,-10.87,-2.75
27.79,1.96,1.88,-3.84
27.86,-4.82,-0.16,-7.88
27.93,11.53,-15.14,-9.22
28,-9.14,-20.01,-5.33
28.07,4.12,-7.85,-3.06
28.14,-6.55,-2.16,-3.37
28.21,-1.33,3.65,-4.63
28.28,-10.63,-20.01,1.49
28.35,0.27,-13.22,-6.9
28.42,3.3,-10.63,-1.53
28.5,0.35,5.02,-5.1
28.57,-4.79,-0.39,-5.53
28.64,7.3,-12.4,-13.57
29.35,-3.14,-11.57,5.53
29.42,-9.06,-19.65,4.35
29.49,5.53,-11.49,-7.1
29.56,-3.45,-4.75,-3.96
29.63,-0.43,0.08,-4.16
29.7,2.79,-4.2,-17.26
29.77,-1.69,-16.55,-9.81
29.84,-0.59,-19.97,1.02
29.91,2.75,-2.59,-3.92
29.99,1.1,1.29,-3.49
30.06,-7.77,-3.37,-18.79
30.13,14.98,-13.69,-15.22
30.2,-8,-13.34,0.43
30.27,3.53,-8.98,-2.16
30.34,-2.12,-1.29,-3.1
30.41,-4.24,2.2,-7.37
30.48,-9.22,-20.01,1.84
30.55,2.2,-15.93,-6.12
30.63,3.96,-8.98,-2.28
30.7,3.41,1.65,-5.18
30.77,-2.24,0.12,-0.51
30.84,-6.32,-12.75,0.31
30.91,-6.2,-20.01,-0.47
30.98,4.59,-13.73,-4.39
31.05,-3.73,-4.94,-4.39
31.12,0.47,0.9,-5.18
31.19,-4.67,-3.96,-5.45
31.26,-2.79,-18.12,-11.3
31.34,-0.2,-20.01,0.27
31.41,3.57,-3.88,-4.71
31.48,1.29,1.96,-7.3
31.55,-7.69,-2.47,-13.96
31.62,10.67,-12.87,-10
31.69,-5.37,-18.79,-1.18
31.76,2.12,-9.65,-3.02
31.83,-1.84,-2.55,-3.65
31.9,-1.37,3.88,-4.39
31.98,-10.79,-13.1,-3.22
32.05,-1.61,-14.12,-5.49
32.12,2.12,-12.32,-1.69
32.19,3.45,2.51,-3.77
32.26,-2.08,1.57,-1.45
32.33,-20.01,-13.02,11.92
32.4,-1.14,-19.85,4.16
32.47,3.06,-14.95,-6.35
32.54,-4.28,-4.47,-4
32.61,-1.02,2.12,-6.04
32.69,-5.45,-4.28,-9.57
32.76,-2.04,-16.24,-6.43
32.83,2.82,-15.97,-2.82
32.9,0.9,0.24,-1.77
32.97,0.24,2.39,-4.28
33.04,-20.01,-20.01,14.98
33.11,2.31,-19.06,4.63
33.18,0,-14.2,-7.96
33.25,-2.39,-6.16,-3.37
33.32,-1.06,3.69,-4.79
33.39,-1.02,-3.53,-15.77
33.47,-2.59,-14.44,-4.39
33.54,-1.69,-16.83,-0.98
33.61,2,-1.06,-3.02
33.68,-0.78,1.18,-4.04
33.75,-20.01,-7.06,8.04
33.82,10.12,-14.16,4.51
33.89,0.47,-16,-4.71
33.96,-0.51,-5.88,-3.06
34.03,-1.65,1.18,-5.22
34.1,-3.65,-4,-11.18
34.18,-5.41,-17.57,-4.2
34.25,0.39,-17.46,-0.39
34.32,2.35,-1.1,-2.12
34.39,1.41,2.28,-4.04
34.46,-20.01,-14.83,0.94
34.53,2.04,-14.91,3.06
34.6,-0.98,-12.94,-6.39
35.38,-0.86,-6.16,-1.96
35.45,-0.35,2.39,-4.86
36.38,-1.37,-17.89,-0.35
36.45,1.69,-3.02,-1.73
37.37,16.87,-17.81,-14.55
37.44,-5.81,-17.18,0.16
37.87,2.79,-7.69,-2.35
37.94,2.59,4.43,-6.16
38.01,-5.45,0.12,-8.08
38.08,10.75,-13.65,-12.67
38.16,-8,-16.79,1.49
38.23,2.59,-7.57,-2.31
38.3,-4.47,-1.18,-3.88
38.37,-4.31,2.63,-4.59
38.44,12.79,-20.01,-5.33
38.51,0.67,-18.79,-2.82
38.58,3.92,-8.47,-2
38.65,0.08,4.82,-4.75
38.72,-8.75,-2.2,-13.45
38.79,17.93,-17.34,-16.12
38.86,-6.47,-14.79,1.57
38.94,2.04,-7.81,-1.88
39.01,-4.12,-0.86,-4.04
39.08,-6.94,3.37,-3.1
39.15,11.57,-20.01,-3.22
39.22,1.37,-18.51,-2.51
39.29,2.31,-7.85,-0.43
39.36,2.67,5.14,-4.86
39.43,-9.92,-4.2,-11.96
39.5,17.22,-20.01,-15.14
39.57,-6.9,-13.89,2.47
39.65,0.12,-6.28,-1.33
39.72,-4.08,0.31,-4.43
39.79,-6.94,3.18,-3.84
39.86,16.48,-20.01,-2.08
39.93,1.88,-17.34,-4.75
40,0.78,-4.94,-0.75
40.07,1.41,4,-4.39
40.14,-9.65,-2.79,-13.3
40.21,14.63,-20.01,-8.79
40.29,-2.75,-13.18,-1.53
40.36,-1.57,-6.16,-2.9
40.43,-2.67,4.31,-5.18
40.5,-8.94,2.86,-5.81
40.57,-2.35,-16.59,-2.94
40.64,-1.02,-15.22,-0.71
40.71,2.12,-2.82,-2.63
40.78,0.31,2.55,-3.96
40.85,-20.01,-20.01,3.8
40.92,6.32,-20.01,11.45
41,-0.43,-14.2,-8.51
41.07,-3.49,-6.51,-2.43
41.14,-0.86,2.43,-6.12
41.21,-0.75,-5.06,-14.16
41.28,-3.84,-16.04,-5.88
41.35,-0.86,-16.4,-1.02
41.42,2.82,-2.35,-1.41
41.49,-2.51,1.69,-3.41
41.56,-20.01,-19.26,14.28
41.63,10.43,-17.89,4.24
41.7,-0.78,-13.3,-5.92
41.78,-2.28,-6.75,-3.53
41.85,-0.59,4.31,-4.98
41.92,-0.55,-8.87,-14.98
41.99,-2.12,-17.65,-4.24
42.06,1.77,-15.38,-2.63
42.13,2.24,2.51,-2.55
42.2,-2.12,0.63,-2.31
42.27,-20.01,-19.26,16.59
42.34,-0.63,-19.97,9.18
42.41,1.22,-10.87,-7.77
42.49,-5.02,-3.53,-4.04
42.56,-1.88,4.59,-3.88
42.63,-7.53,-14.83,-9.3
42.7,-1.77,-14.36,-3.18
42.77,4.28,-12.04,-2.12
42.84,-1.92,3.53,-5.65
42.91,-2.71,2.2,-2.75
42.98,-9.92,-12.12,9.53
43.05,-5.33,-20.01,-1.49
43.13,2.35,-9.73,-6.79
43.34,-10.4,-15.65,-8.43
43.41,0.51,-18.24,-5.3
43.48,2.51,-12.79,-2.28
43.55,1.73,2.43,-2.86
43.62,-3.61,1.02,-4.43
43.69,7.3,-14.32,-6.94
43.76,-5.06,-20.01,-5.26
43.84,1.18,-9.65,-5.96
43.91,-5.14,-2.59,-3.77
43.98,-2.16,3.41,-4.86
44.05,-9.96,-17.57,-1.77
44.12,-1.45,-11.96,-3.3
44.19,3.37,-11.81,-1.96
44.26,1.84,4.79,-3.33
44.33,-3.02,1.26,-3.53
44.4,5.53,-12.67,-1.88
44.47,-1.1,-20.01,1.73
44.54,-0.63,-5.84,-7.3
44.62,-3.65,-0.71,-4.24
44.69,-4.08,2.51,-5.81
44.76,-7.65,-20.01,-0.04
44.83,0,-14.91,-4.79
44.9,3.1,-8.47,-1.33
44.97,1.33,4.79,-6.16
45.04,-3.41,1.37,-2.24
45.11,2.55,-9.18,-4.71
45.18,-6.75,-20.01,-6.04
45.26,3.1,-8.94,-6.2
45.33,-4.94,-5.1,-1.65
45.4,1.57,4.31,-5.77
45.47,-13.53,-15.57,-4.71
45.54,-1.26,-15.81,-3.92
45.61,2.35,-13.77,-3.53
45.68,0.75,2.94,-3.8
45.75,-2.71,1.49,-3.45
45.82,-16.63,-20.01,17.85
45.89,-2.75,-20.01,10.43
45.97,2.16,-12.43,-8
46.04,-4.82,-4.79,-3.69
46.11,-1.65,4,-5.37
46.18,-4.43,-17.85,-18.44
46.25,-1.88,-17.06,-5.37
46.32,1.92,-15.46,-2.82
46.39,2.47,3.61,-4.31
46.46,-2.79,2.2,-3.26
46.53,-7.3,-11.18,7.1
46.6,-4.67,-19.65,8.59
46.67,0.75,-10.12,-8.04
46.75,-4.59,-4.67,-4.24
46.82,-0.98,4.63,-4.59
46.89,0.78,-8.36,-19.65
46.96,0.16,-18.16,-4.2
47.03,1.1,-14.2,-3.14
47.1,2.63,-0.12,-2.16
47.17,-0.43,1.92,-3.49
47.24,-18.12,-12.94,10.59
47.31,-3.22,-19.93,4.59
47.38,2.86,-12.12,-7.65
47.46,-5.45,-5.69,-5.1
47.53,-2.43,3.65,-5.18
47.6,-4.67,-5.18,-9.38
47.67,-1.26,-18.59,-5.22
47.74,2.08,-14.24,-4.16
47.81,-0.51,1.88,-3.41
47.88,-2.35,1.41,-3.49
47.95,-10.36,-11.89,9.41
48.02,-4.28,-20.01,12.4
48.1,2.24,-12.36,-9.22
48.17,-5.73,-4.82,-4.71
48.24,-0.9,4.28,-4.16
48.31,-8,-14.08,-8.9
48.38,-1.18,-18.12,-4.28
48.45,2.67,-14.98,-3.37
49.3,-3.26,1.69,-4.24
49.37,3.33,-10.75,-5.77
49.44,-6,-20.01,-5.92
49.52,3.02,-8,-6.16
49.59,-3.8,-3.73,-3.49
49.66,-2.47,3.26,-5.1
49.73,-2.51,-20.01,-3.41
49.8,-1.29,-13.26,-4.63
49.87,4.08,-9.61,-1.92
49.94,1.06,4.94,-4.55
50.01,-1.73,1.45,-2.82
50.08,4.71,-11.57,-15.77
50.16,-6.75,-20.01,-7.49
50.23,1.96,-9.06,-4.59
50.3,-2.79,-4.79,0.39
50.37,-4.98,4.82,-5.84
50.44,-9.69,-18.75,-4.28
50.51,-3.61,-10.75,-3.88
50.58,3.96,-11.53,-1.1
50.65,3.45,4.55,-5.02
50.72,-2.04,1.37,-4.08
50.79,4.75,-9.26,-5.26
50.86,-6.39,-20.01,5.33
50.94,4.28,-10.63,-6.55
51.01,-6.28,-3.41,-3.69
51.08,-2,3.1,-4.12
51.15,-9.1,-10.63,-3.77
51.22,0.43,-18.01,-3.92
51.29,4.79,-12.59,-1.22
51.36,-2.04,3.45,-5.81
51.43,-2.82,1.77,-2.35
51.5,-2.82,-10.63,0.2
51.57,-5.1,-19.22,-4.43
51.65,3.1,-10.51,-5.57
51.72,-4.31,-4.71,-3.69
51.79,-2.2,3.45,-4.59
51.86,-7.81,-14.87,-5.1
51.93,-4.51,-9.34,-2.82
52,4.55,-12.04,-2.59
52.07,-0.78,3.06,-4.67
52.14,-1.73,1.8,-3.61
52.21,4.43,-12.75,-5.61
52.29,-5.88,-18.51,-2.43
52.36,1.8,-9.34,-6.79
52.43,-5.06,-2.82,-4.63
52.5,-2.28,2.79,-4.43
52.57,-10.51,-18.2,-1.92
52.64,-0.94,-13.26,-3.18
52.71,4.16,-12.08,-0.94
52.78,2.16,3.77,-4.71
52.85,-2.86,0.78,-4
52.92,7.22,-20.01,-9.92
53,-2.47,-18.12,-5.33
53.07,0.39,-8.28,-5.61
53.14,-5.37,0.71,-3.02
53.21,-4.55,2.82,-4.51
53.28,10.71,-20.01,0.35
53.35,1.1,-19.93,-1.61
53.42,1.14,-4.55,-1.61
53.49,6.08,4.24,-5.3
53.56,-7.61,-1.1,-13.96
53.63,18.4,-20.01,-12.79
53.7,-3.77,-13.69,-0.86
53.78,-2.16,-5.33,-4.51
53.85,-4.12,4.35,-3.33
53.92,-3.22,-0.04,-15.26
53.99,1.26,-17.26,-6.86
54.06,-0.27,-16.95,-0.9
54.13,2.04,0.39,-4
54.2,-0.9,1.8,-3.33
54.27,-20.01,-20.01,18.51
54.34,-5.41,-19.42,4.35
54.41,1.14,-9.38,-7.49
54.49,-5.57,-3.06,-4.67
54.56,-2.98,3.73,-4.2
55.34,-7.65,-15.57,-4.82
55.41,0.75,-12.28,-4.51
55.48,2.98,-12.04,-1.77
55.55,-0.04,4.04,-6.59
55.62,-5.53,0.16,-10.83
55.69,11.22,-20.01,-9.61
55.76,-5.22,-18.95,-4.75
55.84,2.9,-6.83,-2.08
55.91,-2.39,-2.94,-2.59
55.98,-6.2,3.69,-5.33
56.05,-7.61,-17.57,-1.41
56.12,0.78,-14.75,-5.1
56.19,3.18,-9.41,-1.02
56.26,2.59,4.86,-4.12
56.33,-4.63,-0.35,-11.3
56.4,11.18,-20.01,-12.94
56.47,-4.39,-16.28,-1.96
56.54,1.37,-6.94,-3.8
56.62,-2.31,-1.45,-2.39
56.69,-6.9,2.63,-4.59
56.76,4.55,-20.01,2.82
56.83,-0.24,-19.3,-2.59
56.9,3.65,-7.34,-2.16
56.97,7.18,4.16,-6.12
57.04,-7.18,-0.82,-12.24
57.11,18.28,-19.89,-15.81
57.18,-4.63,-17.38,0.39
57.26,1.92,-7.34,-2.39
57.33,-4.2,-1.53,-4.55
57.4,-6.24,3.41,-3.73
57.47,7.53,-20.01,-5.1
57.54,1.92,-18.04,-4.63
57.61,3.53,-9.38,-0.94
57.68,2.86,5.26,-6.28
57.75,-4.04,-0.24,-8
57.82,7.57,-14.71,-16.95
57.89,-4.82,-19.97,-6.24
57.97,1.65,-6.55,-1.84
58.04,-3.61,-2.08,-3.18
58.11,-3.96,3.53,-5.61
58.18,-9.92,-18.83,-2.04
58.25,-2.2,-15.69,-5.26
58.32,3.53,-9.18,-0.51
58.39,2.43,4.98,-5.1
58.46,-2.16,1.57,-4.86
58.53,8.2,-14.83,-9.65
58.6,-6.83,-19.26,-6.04
58.67,2.39,-7.41,-4.43
58.75,-4.55,-1.57,-5.77
58.82,-3.22,2.79,-5.14
58.89,17.93,-20.01,-6.98
58.96,1.33,-20.01,-1.88
59.03,3.26,-8.04,-2.55
59.1,2.98,6.24,-5.84
59.17,-5.53,-2.39,-12.08
59.24,18.75,-17.65,-18.4
59.31,-7.53,-18.28,1.02
59.38,1.14,-6.86,-3.37
59.46,-3.73,-1.88,-2.9
59.53,-8.12,3.33,-3.8
59.6,15.77,-20.01,1.88
59.67,1.14,-19.97,-2.94
59.74,3.22,-6.94,-2.28
59.81,1.26,5.22,-4.82
59.88,-7.49,-1.53,-13.96
59.95,20.01,-14.75,-13.57
60.02,-7.02,-14.83,0.59
60.1,0.67,-7.06,-0.47
60.17,-2.94,-2,-2.71
60.24,-1.29,3.26,-4.47
60.31,-11.53,-16.44,-4.71
60.38,0.47,-19.81,-0.63
60.45,2.31,-10.2,-1.41
