run_5_1,NAME:,,
2.79,-10.7,-0.05,5.526
2.79,-10.7,-0.05,5.612
2.79,-10.7,-0.05,5.703
-1.36,-3.23,-1.41,5.8
-1.39,0.81,0.5,5.891
3.41,-4.21,-1.87,5.901
3.41,-4.21,-1.87,5.985
3.41,-4.21,-1.87,6.076
3.41,-4.21,-1.87,6.166
3.41,-4.21,-1.87,6.258
3.41,-4.21,-1.87,6.35
3.41,-4.21,-1.87,6.438
3.41,-4.21,-1.87,6.448
2.73,-7.87,-2.12,6.537
4.82,-14.55,-3.24,6.629
2.2,-13.08,-0.75,6.723
2.2,-13.08,-0.75,6.811
2.2,-13.08,-0.75,6.9
2.2,-13.08,-0.75,6.993
2.2,-13.08,-0.75,7.081
2.2,-13.08,-0.75,7.173
2.2,-13.08,-0.75,7.18
2.2,-13.08,-0.75,7.27
3.47,-16.88,-0.68,7.362
3.44,-13.55,-1.87,7.455
4.88,-10.59,-1.63,7.546
4.88,-10.59,-1.63,7.637
4.88,-10.59,-1.63,7.73
4.88,-10.59,-1.63,7.739
4.88,-10.59,-1.63,7.832
4.88,-10.59,-1.63,7.924
4.88,-10.59,-1.63,8.019
4.88,-10.59,-1.63,8.112
5.66,-6.49,-1.87,8.204
3.02,-1.31,-1.56,8.292
3.32,-4.37,0.1,8.382
3.32,-4.37,0.1,8.394
3.32,-4.37,0.1,8.483
3.32,-4.37,0.1,8.572
3.32,-4.37,0.1,8.663
3.32,-4.37,0.1,8.754
3.32,-4.37,0.1,8.843
3.32,-4.37,0.1,8.931
3.1,-2.56,0.43,9.02
8.88,-9.94,3.11,9.108
8.19,-9.81,1.69,9.115
8.19,-9.81,1.69,9.258
8.19,-9.81,1.69,9.351
8.19,-9.81,1.69,9.44
8.19,-9.81,1.69,9.451
8.19,-9.81,1.69,9.536
8.19,-9.81,1.69,9.626
8.19,-9.81,1.69,9.717
9.78,-15.72,3.96,9.807
5.22,-13.26,2.01,9.896
4.26,-8.71,1.35,9.986
4.26,-8.71,1.35,10.076
4.26,-8.71,1.35,10.167
4.26,-8.71,1.35,10.177
4.26,-8.71,1.35,10.27
4.26,-8.71,1.35,10.355
4.26,-8.71,1.35,10.446
4.26,-8.71,1.35,10.528
1.28,-3.26,-1.12,10.615
0.56,-0.51,-1.31,10.704
1.74,-7.05,-0.76,10.795
1.74,-7.05,-0.76,10.885
1.74,-7.05,-0.76,10.892
1.74,-7.05,-0.76,10.983
1.74,-7.05,-0.76,11.078
1.74,-7.05,-0.76,11.171
1.74,-7.05,-0.76,11.26
1.74,-7.05,-0.76,11.352
3.24,-8.53,-2.2,11.444
4.75,-14.87,-1.54,11.534
3.41,-11.95,-1.91,11.624
3.41,-11.95,-1.91,11.631
3.41,-11.95,-1.91,11.722
3.41,-11.95,-1.91,11.812
3.41,-11.95,-1.91,11.902
3.41,-11.95,-1.91,11.997
3.41,-11.95,-1.91,12.087
3.41,-11.95,-1.91,12.18
2.41,-15.35,1.12,12.27
-0.1,-11.35,0.58,12.365
-0.34,-8.29,0.16,12.376
-0.34,-8.29,0.16,12.467
-0.34,-8.29,0.16,12.56
-0.34,-8.29,0.16,12.651
-0.34,-8.29,0.16,12.742
-0.34,-8.29,0.16,12.836
-0.34,-8.29,0.16,12.926
-0.34,-8.29,0.16,12.934
-0.2,-1.83,-1.31,13.026
-1.39,0.63,0.25,13.12
1.06,-6.51,2.14,13.211
1.06,-6.51,2.14,13.301
1.06,-6.51,2.14,13.394
1.06,-6.51,2.14,13.488
1.06,-6.51,2.14,13.582
1.06,-6.51,2.14,13.593
1.06,-6.51,2.14,13.683
1.06,-6.51,2.14,13.778
-1.44,-11.66,1.75,13.872
2.03,-18.12,1.79,13.967
0.52,-11.49,-0.03,14.057
0.52,-11.49,-0.03,14.064
0.52,-11.49,-0.03,14.151
0.52,-11.49,-0.03,14.24
0.52,-11.49,-0.03,14.328
0.52,-11.49,-0.03,14.422
0.52,-11.49,-0.03,14.513
0.52,-11.49,-0.03,14.605
4.34,-10.71,-0.81,14.7
2.65,-4.07,-1.73,14.79
1.83,-3.8,-2.37,14.801
1.83,-3.8,-2.37,14.892
1.83,-3.8,-2.37,14.987
1.83,-3.8,-2.37,15.081
1.83,-3.8,-2.37,15.173
1.83,-3.8,-2.37,15.266
1.83,-3.8,-2.37,15.36
1.83,-3.8,-2.37,15.371
2.33,0.3,-1.53,15.461
6.62,-4.97,-0.58,15.553
7.85,-11.07,0.56,15.644
7.85,-11.07,0.56,15.737
7.85,-11.07,0.56,15.831
7.85,-11.07,0.56,15.926
7.85,-11.07,0.56,16.019
7.85,-11.07,0.56,16.029
7.85,-11.07,0.56,16.12
7.85,-11.07,0.56,16.213
6.45,-17.85,0.38,16.31
3.94,-15.35,-0.59,16.406
3.09,-8.53,0.46,16.502
3.09,-8.53,0.46,16.514
3.09,-8.53,0.46,16.607
3.09,-8.53,0.46,16.703
3.09,-8.53,0.46,16.794
3.09,-8.53,0.46,16.892
3.09,-8.53,0.46,16.903
3.09,-8.53,0.46,17.001
2.58,-8.53,1.83,17.093
2.13,-8.03,-0.37,17.187
2.03,-7.62,-2.17,17.283
2.03,-7.62,-2.17,17.376
2.03,-7.62,-2.17,17.472
2.03,-7.62,-2.17,17.482
2.03,-7.62,-2.17,17.582
2.03,-7.62,-2.17,17.681
2.03,-7.62,-2.17,17.775
2.03,-7.62,-2.17,17.871
1.35,0.88,-2.99,17.882
-0.12,3.78,0.75,17.975
4.51,-4.24,4.48,18.066
4.51,-4.24,4.48,18.157
4.51,-4.24,4.48,18.254
4.51,-4.24,4.48,18.351
4.51,-4.24,4.48,18.441
4.51,-4.24,4.48,18.452
4.51,-4.24,4.48,18.542
4.51,-4.24,4.48,18.642
6.67,-12.23,2.38,18.736
8.55,-19.5,-0.55,18.833
3.74,-11.24,-2.8,18.925
3.74,-11.24,-2.8,18.931
3.74,-11.24,-2.8,19.031
3.74,-11.24,-2.8,19.125
3.74,-11.24,-2.8,19.22
3.74,-11.24,-2.8,19.319
3.74,-11.24,-2.8,19.417
3.74,-11.24,-2.8,19.428
2.54,-5.44,-2.26,19.525
0.73,0.59,-1.11,19.624
-0.1,-7.66,-3.8,19.718
-0.1,-7.66,-3.8,19.812
-0.1,-7.66,-3.8,19.822
-0.1,-7.66,-3.8,19.916
-0.1,-7.66,-3.8,20.011
-0.1,-7.66,-3.8,20.105
-0.1,-7.66,-3.8,20.202
-0.1,-7.66,-3.8,20.301
-1.2,-13.61,-4.86,20.402
0.95,-19.64,-6.63,20.413
4.05,-16.7,-3.22,20.51
4.05,-16.7,-3.22,20.605
4.05,-16.7,-3.22,20.703
4.05,-16.7,-3.22,20.795
4.05,-16.7,-3.22,20.805
4.05,-16.7,-3.22,20.902
4.05,-16.7,-3.22,20.999
4.05,-16.7,-3.22,21.097
6.18,-13.59,-0.04,21.104
3.7,-8.03,-0.39,21.203
1.01,-2.29,-1.77,21.301
1.01,-2.29,-1.77,21.394
1.01,-2.29,-1.77,21.491
1.01,-2.29,-1.77,21.586
1.01,-2.29,-1.77,21.597
1.01,-2.29,-1.77,21.7
1.01,-2.29,-1.77,21.793
1.01,-2.29,-1.77,21.892
0,2.08,-3.48,21.99
3.3,-0.9,-0.05,22.001
4.9,-9.58,2.5,22.107
4.9,-9.58,2.5,22.201
4.9,-9.58,2.5,22.295
4.9,-9.58,2.5,22.393
4.9,-9.58,2.5,22.492
4.9,-9.58,2.5,22.594
4.9,-9.58,2.5,22.601
4.9,-9.58,2.5,22.702
6.56,-17.43,3.1,22.8
4.6,-14.64,0.78,22.897
2.98,-7.05,-2.05,22.908
2.98,-7.05,-2.05,23.002
2.98,-7.05,-2.05,23.1
2.98,-7.05,-2.05,23.2
2.98,-7.05,-2.05,23.3
2.98,-7.05,-2.05,23.311
2.98,-7.05,-2.05,23.405
2.98,-7.05,-2.05,23.503
0.21,-0.43,-2.82,23.603
1.92,-1.19,-1.7,23.701
2.94,-8.79,-2.54,23.711
2.94,-8.79,-2.54,23.814
2.94,-8.79,-2.54,23.919
2.94,-8.79,-2.54,24.017
2.94,-8.79,-2.54,24.112
2.94,-8.79,-2.54,24.124
2.94,-8.79,-2.54,24.221
2.94,-8.79,-2.54,24.318
10.06,-12.68,-2.24,24.418
8.43,-16.03,-1.94,24.524
7.34,-9.75,-2.5,24.623
7.34,-9.75,-2.5,24.634
7.34,-9.75,-2.5,24.738
7.34,-9.75,-2.5,24.839
7.34,-9.75,-2.5,24.933
7.34,-9.75,-2.5,24.944
7.34,-9.75,-2.5,25.042
7.34,-9.75,-2.5,25.141
0.55,-8.42,-1.24,25.242
-0.03,-3.11,-2,25.341
4.43,-3.67,-2.11,25.351
4.43,-3.67,-2.11,25.446
4.43,-3.67,-2.11,25.546
4.43,-3.67,-2.11,25.643
4.43,-3.67,-2.11,25.743
4.43,-3.67,-2.11,25.754
4.43,-3.67,-2.11,25.85
4.43,-3.67,-2.11,25.949
5.91,0.22,-2.22,26.047
6.16,-5.67,-2.38,26.058
4.38,-11.39,-0.84,26.16
4.38,-11.39,-0.84,26.26
4.38,-11.39,-0.84,26.361
4.38,-11.39,-0.84,26.458
4.38,-11.39,-0.84,26.467
4.38,-11.39,-0.84,26.565
4.38,-11.39,-0.84,26.664
4.38,-11.39,-0.84,26.763
3.5,-16.44,-2.11,26.863
4.68,-17.1,-1.32,26.874
3.27,-12.58,-2.24,26.972
3.27,-12.58,-2.24,27.066
3.27,-12.58,-2.24,27.167
3.27,-12.58,-2.24,27.267
3.27,-12.58,-2.24,27.278
3.27,-12.58,-2.24,27.376
3.27,-12.58,-2.24,27.473
3.27,-12.58,-2.24,27.572
3.65,-15.48,-0.58,27.676
1.99,-8.76,-0.31,27.688
1.63,-6.69,0.82,27.792
1.63,-6.69,0.82,27.894
1.63,-6.69,0.82,27.992
1.63,-6.69,0.82,28.091
1.63,-6.69,0.82,28.101
1.63,-6.69,0.82,28.201
1.63,-6.69,0.82,28.298
1.63,-6.69,0.82,28.396
1.09,0.95,0.3,28.496
1.32,0.98,-1.26,28.508
2.31,-2.46,-4.63,28.608
2.31,-2.46,-4.63,28.708
2.31,-2.46,-4.63,28.808
2.31,-2.46,-4.63,28.912
2.31,-2.46,-4.63,28.922
2.31,-2.46,-4.63,29.023
2.31,-2.46,-4.63,29.126
2.31,-2.46,-4.63,29.136
3.09,-5.57,-4.93,29.245
3.41,-12.32,-5.62,29.345
2.75,-11.77,-2.41,29.439
2.75,-11.77,-2.41,29.532
2.75,-11.77,-2.41,29.634
2.75,-11.77,-2.41,29.644
2.75,-11.77,-2.41,29.745
2.75,-11.77,-2.41,29.846
2.75,-11.77,-2.41,29.945
2.75,-11.77,-2.41,30.051
3.11,-16.31,-2.07,30.062
3.87,-11.52,-0.6,30.163
3.1,-5.92,-0.65,30.265
3.1,-5.92,-0.65,30.368
3.1,-5.92,-0.65,30.375
3.1,-5.92,-0.65,30.481
3.1,-5.92,-0.65,30.581
3.1,-5.92,-0.65,30.682
3.1,-5.92,-0.65,30.69
3.1,-5.92,-0.65,30.787
0.73,-1.4,-2.93,30.886
-0.44,1.74,-2.73,30.991
4.39,-7.56,-3.26,31.094
4.39,-7.56,-3.26,31.105
4.39,-7.56,-3.26,31.208
4.39,-7.56,-3.26,31.311
4.39,-7.56,-3.26,31.322
4.39,-7.56,-3.26,31.427
4.39,-7.56,-3.26,31.527
4.39,-7.56,-3.26,31.632
6.2,-3.48,-2,31.735
5.84,-10.68,-3.83,31.746
2.92,-10.68,-2,31.847
2.92,-10.68,-2,31.946
2.92,-10.68,-2,32.058
2.92,-10.68,-2,32.156
2.92,-10.68,-2,32.166
2.92,-10.68,-2,32.272
2.92,-10.68,-2,32.377
2.92,-10.68,-2,32.387
5.92,-18.33,-2.31,32.495
8.03,-19.05,-1.7,32.601
5.84,-12.15,-3.18,32.705
5.84,-12.15,-3.18,32.714
5.84,-12.15,-3.18,32.823
5.84,-12.15,-3.18,32.927
5.84,-12.15,-3.18,33.039
5.84,-12.15,-3.18,33.049
5.84,-12.15,-3.18,33.147
5.84,-12.15,-3.18,33.252
2.3,-13.1,-1.12,33.358
0.3,-7.3,-0.2,33.366
-0.52,-9.13,-0.89,33.469
-0.52,-9.13,-0.89,33.572
-0.52,-9.13,-0.89,33.675
-0.52,-9.13,-0.89,33.784
-0.52,-9.13,-0.89,33.792
-0.52,-9.13,-0.89,33.899
-0.52,-9.13,-0.89,34.002
-0.52,-9.13,-0.89,34.012
-1.01,-3.88,-2.47,34.12
-1.27,-3.31,-2.79,34.227
0.67,-2.76,-3.45,34.329
0.67,-2.76,-3.45,34.336
0.67,-2.76,-3.45,34.441
0.67,-2.76,-3.45,34.547
0.67,-2.76,-3.45,34.656
0.67,-2.76,-3.45,34.663
0.67,-2.76,-3.45,34.768
0.67,-2.76,-3.45,34.872
1.43,-0.69,-4.07,34.98
3.41,-5.11,-4.18,34.992
3.65,-10.74,-3.83,35.086
3.65,-10.74,-3.83,35.181
3.65,-10.74,-3.83,35.281
3.65,-10.74,-3.83,35.378
3.65,-10.74,-3.83,35.387
3.65,-10.74,-3.83,35.485
3.65,-10.74,-3.83,35.583
3.65,-10.74,-3.83,35.685
8.22,-12.53,-3.99,35.787
6.29,-14.37,-2.8,35.799
5.71,-9.43,-1.63,35.901
5.71,-9.43,-1.63,35.992
5.71,-9.43,-1.63,36.092
5.71,-9.43,-1.63,36.198
5.71,-9.43,-1.63,36.206
5.71,-9.43,-1.63,36.314
5.71,-9.43,-1.63,36.418
5.71,-9.43,-1.63,36.425
1.15,-14.95,0.22,36.536
1.9,-11.38,-1.48,36.644
2.48,-7.34,-0.75,36.746
2.48,-7.34,-0.75,36.754
2.48,-7.34,-0.75,36.863
2.48,-7.34,-0.75,36.966
2.48,-7.34,-0.75,37.07
2.48,-7.34,-0.75,37.081
2.48,-7.34,-0.75,37.186
2.48,-7.34,-0.75,37.297
3.33,-3.5,-2.17,37.394
3.66,0.69,-0.38,37.406
3.36,-7.34,-1.43,37.503
3.36,-7.34,-1.43,37.604
3.36,-7.34,-1.43,37.719
3.36,-7.34,-1.43,37.826
3.36,-7.34,-1.43,37.836
3.36,-7.34,-1.43,37.944
3.36,-7.34,-1.43,38.046
3.36,-7.34,-1.43,38.155
2.85,-2.97,-0.34,38.167
3.75,-10.43,-1.57,38.273
6.11,-11.39,-2.48,38.38
6.11,-11.39,-2.48,38.387
6.11,-11.39,-2.48,38.495
6.11,-11.39,-2.48,38.603
6.11,-11.39,-2.48,38.709
6.11,-11.39,-2.48,38.72
6.11,-11.39,-2.48,38.824
6.11,-11.39,-2.48,38.928
6.09,-19.59,-5.44,39.038
6.37,-20.01,-4.43,39.05
3.83,-16.48,-3.47,39.154
3.83,-16.48,-3.47,39.26
3.83,-16.48,-3.47,39.367
3.83,-16.48,-3.47,39.378
3.83,-16.48,-3.47,39.487
3.83,-16.48,-3.47,39.6
3.83,-16.48,-3.47,39.607
3.83,-16.48,-3.47,39.715
5.47,-16.48,0.48,39.825
3.7,-14.97,0.21,39.835
2.21,-10.96,0.88,39.947
2.21,-10.96,0.88,40.053
2.21,-10.96,0.88,40.164
2.21,-10.96,0.88,40.175
2.21,-10.96,0.88,40.284
2.21,-10.96,0.88,40.392
2.21,-10.96,0.88,40.403
2.21,-10.96,0.88,40.508
0.86,-10.96,-0.47,40.612
0.77,-7.1,-0.48,40.716
1.49,-7.61,-1.16,40.727
1.49,-7.61,-1.16,40.838
1.49,-7.61,-1.16,40.946
1.49,-7.61,-1.16,41.054
1.49,-7.61,-1.16,41.162
1.49,-7.61,-1.16,41.173
1.49,-7.61,-1.16,41.282
1.49,-7.61,-1.16,41.392
1.31,-4.38,-1.18,41.403
2.07,-2.64,-1.23,41.51
1.06,-4.92,-2.12,41.622
1.06,-4.92,-2.12,41.63
1.06,-4.92,-2.12,41.743
1.06,-4.92,-2.12,41.847
1.06,-4.92,-2.12,41.857
1.06,-4.92,-2.12,41.967
1.06,-4.92,-2.12,42.074
1.06,-4.92,-2.12,42.186
0.03,-0.61,-1.52,42.196
0.3,-1.01,-2.94,42.308
3.74,-5.77,-0.77,42.422
3.74,-5.77,-0.77,42.536
3.74,-5.77,-0.77,42.547
3.74,-5.77,-0.77,42.659
3.74,-5.77,-0.77,42.765
3.74,-5.77,-0.77,42.776
3.74,-5.77,-0.77,42.877
3.74,-5.77,-0.77,42.981
4.54,-6.08,-2.05,42.989
6.52,-12.77,1.69,43.092
5.19,-12.77,-0.01,43.197
5.19,-12.77,-0.01,43.301
5.19,-12.77,-0.01,43.311
5.19,-12.77,-0.01,43.424
5.19,-12.77,-0.01,43.53
5.19,-12.77,-0.01,43.638
5.19,-12.77,-0.01,43.743
5.19,-12.77,-0.01,43.754
1.86,-19.99,-2.25,43.863
0.81,-19.93,-5.71,43.97
0.75,-16.96,-4.92,43.981
0.75,-16.96,-4.92,44.091
0.75,-16.96,-4.92,44.205
0.75,-16.96,-4.92,44.217
0.75,-16.96,-4.92,44.327
0.75,-16.96,-4.92,44.442
0.75,-16.96,-4.92,44.548
0.75,-16.96,-4.92,44.559
5.16,-15.9,-1.65,44.668
4.17,-13.57,-0.78,44.78
3.07,-12.21,-0.61,44.791
3.07,-12.21,-0.61,44.9
3.07,-12.21,-0.61,45.012
3.07,-12.21,-0.61,45.019
3.07,-12.21,-0.61,45.13
3.07,-12.21,-0.61,45.244
3.07,-12.21,-0.61,45.352
3.07,-12.21,-0.61,45.461
2.09,-13.27,-1.71,45.472
1.65,-12.33,-2.08,45.581
1.66,-11.56,-2.24,45.689
1.66,-11.56,-2.24,45.696
1.66,-11.56,-2.24,45.806
1.66,-11.56,-2.24,45.924
1.66,-11.56,-2.24,45.935
1.66,-11.56,-2.24,46.048
1.66,-11.56,-2.24,46.164
1.66,-11.56,-2.24,46.28
1.58,-11.14,-2.26,46.292
0.35,-9.55,-1.29,46.404
0.41,-8.25,-1.67,46.515
0.41,-8.25,-1.67,46.522
0.41,-8.25,-1.67,46.639
0.41,-8.25,-1.67,46.754
0.41,-8.25,-1.67,46.765
0.41,-8.25,-1.67,46.879
0.41,-8.25,-1.67,46.988
0.41,-8.25,-1.67,46.999
0.48,-6.12,-1.06,47.112
1.23,-5.31,-1.6,47.227
1.37,-4.82,-1.26,47.237
1.37,-4.82,-1.26,47.343
1.37,-4.82,-1.26,47.454
1.37,-4.82,-1.26,47.465
1.37,-4.82,-1.26,47.582
1.37,-4.82,-1.26,47.695
1.37,-4.82,-1.26,47.802
1.37,-4.82,-1.26,47.812
0.21,-3.13,-0.67,47.923
0.13,-2.45,-0.61,48.039
-1.15,-4.17,-0.42,48.049
-1.15,-4.17,-0.42,48.153
-1.15,-4.17,-0.42,48.259
-1.15,-4.17,-0.42,48.27
-1.15,-4.17,-0.42,48.384
-1.15,-4.17,-0.42,48.501
-1.15,-4.17,-0.42,48.509
-1.15,-4.17,-0.42,48.623
-0.93,-3.45,-0.73,48.735
-1.18,-1.78,-0.41,48.848
-0.35,-6.81,-1.27,48.86
-0.35,-6.81,-1.27,48.972
-0.35,-6.81,-1.27,49.083
-0.35,-6.81,-1.27,49.099
-0.35,-6.81,-1.27,49.209
-0.35,-6.81,-1.27,49.325
-0.35,-6.81,-1.27,49.332
-0.35,-6.81,-1.27,49.448
0.18,-5.07,-1.16,49.563
1.53,-6.9,1.24,49.681
3.79,-7.02,2.73,49.693
3.79,-7.02,2.73,49.805
3.79,-7.02,2.73,49.816
3.79,-7.02,2.73,49.923
3.79,-7.02,2.73,50.042
3.79,-7.02,2.73,50.053
3.79,-7.02,2.73,50.162
3.79,-7.02,2.73,50.278
4.12,-5.43,2.25,50.392
5.19,-11.47,-1.84,50.403
4.88,-11.47,-2.71,50.524
4.88,-11.47,-2.71,50.637
4.88,-11.47,-2.71,50.645
4.88,-11.47,-2.71,50.761
4.88,-11.47,-2.71,50.874
4.88,-11.47,-2.71,50.886
4.88,-11.47,-2.71,50.998
4.88,-11.47,-2.71,51.113
2.35,-13.95,-2.97,51.124
1.9,-13.98,-1.7,51.239
0.35,-13.76,-1.41,51.356
0.35,-13.76,-1.41,51.363
0.35,-13.76,-1.41,51.483
0.35,-13.76,-1.41,51.599
0.35,-13.76,-1.41,51.712
0.35,-13.76,-1.41,51.722
0.35,-13.76,-1.41,51.834
0.35,-13.76,-1.41,51.847
-0.84,-17.6,0.51,51.962
-0.51,-17.81,0.64,52.078
0.12,-17.23,0.61,52.089
0.12,-17.23,0.61,52.203
0.12,-17.23,0.61,52.32
0.12,-17.23,0.61,52.436
0.12,-17.23,0.61,52.447
0.12,-17.23,0.61,52.564
0.12,-17.23,0.61,52.572
0.12,-17.23,0.61,52.688
2.05,-12.47,-0.76,52.806
3.16,-11.39,-3.06,52.916
3.14,-12.19,-0.6,52.927
3.14,-12.19,-0.6,53.046
3.14,-12.19,-0.6,53.161
3.14,-12.19,-0.6,53.172
3.14,-12.19,-0.6,53.289
3.14,-12.19,-0.6,53.408
3.14,-12.19,-0.6,53.415
3.14,-12.19,-0.6,53.533
4.88,-12.2,-0.16,53.543
2.34,-7.82,1.95,53.658
5.19,-7.51,0.56,53.773
5.19,-7.51,0.56,53.884
5.19,-7.51,0.56,53.896
5.19,-7.51,0.56,54.012
5.19,-7.51,0.56,54.128
5.19,-7.51,0.56,54.139
5.19,-7.51,0.56,54.252
5.19,-7.51,0.56,54.263
4.59,-8.24,0.65,54.375
4.67,-6.17,0.77,54.495
1.24,0.52,-1.07,54.615
1.24,0.52,-1.07,54.623
1.24,0.52,-1.07,54.745
1.24,0.52,-1.07,54.757
1.24,0.52,-1.07,54.872
1.24,0.52,-1.07,54.985
1.24,0.52,-1.07,55.1
1.24,0.52,-1.07,55.111
3.18,-4.69,-2.94,55.227
3.99,-11.61,-4.51,55.345
3.28,-13.42,-2.94,55.356
3.28,-13.42,-2.94,55.469
3.28,-13.42,-2.94,55.48
3.28,-13.42,-2.94,55.588
3.28,-13.42,-2.94,55.705
3.28,-13.42,-2.94,55.822
3.28,-13.42,-2.94,55.83
3.28,-13.42,-2.94,55.948
0.68,-7.32,-2.51,56.061
-0.77,-1.96,-0.94,56.071
-0.17,-0.51,-1.73,56.188
-0.17,-0.51,-1.73,56.306
-0.17,-0.51,-1.73,56.313
-0.17,-0.51,-1.73,56.433
-0.17,-0.51,-1.73,56.55
-0.17,-0.51,-1.73,56.561
-0.17,-0.51,-1.73,56.678
-0.17,-0.51,-1.73,56.795
1.78,-3.09,-1.12,56.805
2.75,-4.67,-0.82,56.923
3.88,-6.55,-1.06,57.043
3.88,-6.55,-1.06,57.05
3.88,-6.55,-1.06,57.169
3.88,-6.55,-1.06,57.181
3.88,-6.55,-1.06,57.304
3.88,-6.55,-1.06,57.424
3.88,-6.55,-1.06,57.432
3.88,-6.55,-1.06,57.554
3.13,-7.22,-1.62,57.672
2.62,-8.02,-2.72,57.682
1.96,-8.62,-3.9,57.801
1.96,-8.62,-3.9,57.917
1.96,-8.62,-3.9,57.928
1.96,-8.62,-3.9,58.044
1.96,-8.62,-3.9,58.164
1.96,-8.62,-3.9,58.175
1.96,-8.62,-3.9,58.289
1.96,-8.62,-3.9,58.408
2.96,-8.67,-3.32,58.419
3.8,-8.38,-2.63,58.534
4.89,-8.49,-1.77,58.652
4.89,-8.49,-1.77,58.66
4.89,-8.49,-1.77,58.781
4.89,-8.49,-1.77,58.897
4.89,-8.49,-1.77,58.909
4.89,-8.49,-1.77,59.028
4.89,-8.49,-1.77,59.143
4.89,-8.49,-1.77,59.154
4.72,-7.62,-2.98,59.269
3.65,-8.02,-4.99,59.388
2.92,-8.51,-5.49,59.399
2.92,-8.51,-5.49,59.522
2.92,-8.51,-5.49,59.645
2.92,-8.51,-5.49,59.657
2.92,-8.51,-5.49,59.782
2.92,-8.51,-5.49,59.792
2.92,-8.51,-5.49,59.908
2.92,-8.51,-5.49,60.029
2.65,-9.04,-4.97,60.04
3.28,-8.67,-3.67,60.162
3.73,-8.28,-4,60.283
3.73,-8.28,-4,60.29
3.73,-8.28,-4,60.423
3.73,-8.28,-4,60.438
3.73,-8.28,-4,60.564
