NAME:,run_5_1,,
17.33,2.35,-15.38,-2.82
17.4,-0.16,-6.08,-5.22
17.47,1.57,-1.22,1.49
17.54,2.08,2.04,2.75
17.61,-1.92,-20.01,-3.92
17.68,-4.16,-15.85,-6.71
17.75,1.1,3.77,3.33
17.82,4.16,2.9,-2.35
17.9,20.01,-8.94,17.22
17.97,-3.61,-14.71,-2.94
18.04,-1.26,-13.85,0.35
18.11,0.82,-5.02,1.53
18.18,3.3,-0.12,1.92
18.25,20.01,-5.69,-7.61
18.32,-1.33,-20.01,-4.12
18.39,-2,-9.53,-5.14
18.46,2.71,1.92,-1.69
18.53,2.31,1.84,-3.3
18.6,15.77,-20.01,7.96
18.68,-7.57,-20.01,-6.71
18.75,0,-11.77,1.18
18.82,2.63,-1.33,-1.26
18.89,1.69,0,-1.1
18.96,11.73,-7.69,-10.04
19.03,5.61,-20.01,-4.35
19.1,0.2,-10.2,-7.1
19.17,2.59,4.86,2.43
19.24,4.63,2.39,-3.57
19.32,0.59,2,-4.86
19.39,-0.43,-17.14,-7.88
19.46,1.45,-12.59,3.96
19.53,0.9,1.1,-0.12
19.6,1.14,0.16,-0.94
20.31,2.59,0.04,-0.82
20.38,2.35,-20.01,6.71
20.45,-4.98,-18.55,-5.18
21.37,2.59,-20.01,20.01
21.45,-2.82,-20.01,-8.75
22.3,2.63,-1.92,2.47
22.37,2.2,1.29,-2.24
22.44,0.94,-20.01,4.67
22.79,-6.28,-9.22,-15.06
22.87,4.16,-17.85,-3.1
22.94,-2.16,-11.18,-4.08
23.01,2.35,-2.28,3.06
23.08,-0.27,1.92,-1.8
23.15,-2.43,-20.01,7.41
23.22,-7.53,-20.01,-2.2
23.29,3.53,-7.3,-2.24
23.36,3.41,4.35,-2.59
23.43,4.31,-4.47,2.86
23.5,0.82,-10.43,-15.42
23.58,6.28,-19.97,0.39
23.65,-1.49,-12.51,3.41
23.72,0.59,-0.24,-0.82
23.79,-0.16,1.53,-1.37
23.86,5.37,-10.4,1.69
23.93,-1.69,-20.01,-3.73
24,3.33,-9.61,-1.73
24.07,6.08,5.81,5.37
24.14,6.16,2.43,0.9
24.21,-5.14,-17.14,-8.94
24.28,3.73,-18.28,-2.47
24.36,3.06,-12.63,4.9
24.43,-0.24,-0.39,0.75
24.5,-0.55,0.16,-1.22
24.57,-1.02,-17.85,6.47
24.64,-1.65,-20.01,-0.78
24.71,3.77,-4.28,-2.86
24.78,1.57,1.88,-1.1
24.85,5.26,-0.71,1.61
24.92,1.06,-13.57,-10.71
25,3.3,-19.06,0.86
25.07,-2.31,-10.83,0.59
25.14,1.96,-2.39,-0.67
25.21,0.08,3.53,4.08
25.28,8.94,-20.01,6.75
25.35,-2.43,-20.01,-0.35
25.42,2.82,-4.47,-2.9
25.49,1.61,2.39,-1.84
25.56,7.77,-5.45,3.96
25.63,0.08,-5.96,-12.51
25.71,3.53,-17.85,-0.51
25.78,-0.9,-10.59,-0.08
25.85,0.55,-2.04,-0.55
25.92,-0.55,0.47,-3.37
25.99,3.49,-20.01,6.2
26.06,-3.14,-20.01,-1.69
26.13,2.39,-5.84,-2.71
26.2,3.49,3.69,-2.31
26.27,4.63,-2.16,1.96
26.34,1.37,-7.65,-1.33
26.41,0.9,-18.55,0.94
26.49,-0.63,-12.75,0.35
26.56,2.28,-2.71,-1.8
26.63,-1.06,3.45,-3.45
26.7,0.47,-20.01,10.43
26.77,-2.2,-20.01,-2.24
26.84,2.75,-3.96,-2.51
26.91,4.63,3.73,-0.35
26.98,2.47,3.33,-0.51
27.05,-4.79,-17.61,-6.63
27.13,2.16,-19.69,1.22
27.2,0.78,-9.57,-1.73
27.27,1.49,-0.94,-1.45
27.34,-1.18,2.43,7.61
27.41,10.04,-20.01,13.26
27.48,-1.14,-20.01,-1.73
27.55,2.43,-4.51,-3.41
27.62,2.39,2.55,-4.08
27.69,20.01,-9.14,-5.84
27.76,-11.77,-13.06,-10.24
27.83,6.63,-14.55,-3.73
27.91,-2.39,-6.32,-4.63
27.98,2.2,-1.45,-0.12
28.05,1.73,2.47,6.71
28.76,2.31,0.94,4.79
28.83,5.22,-20.01,-2.94
28.9,-0.08,-17.81,-5.84
28.97,-2.51,-1.8,-2.2
29.04,1.8,3.02,-2.94
29.11,8.47,-1.77,-9.41
29.18,-9.3,-18.87,-7.65
29.26,-0.47,-14.67,-5.18
29.33,1.37,-8.94,0
29.4,2.35,-0.43,-1.61
29.47,4.9,0.9,0.43
29.54,0.04,-20.01,-1.92
29.61,-1.84,-19.61,-3.8
29.68,3.02,-1.96,-0.51
29.75,1.57,2.2,-2.67
29.82,15.42,-20.01,15.22
29.89,-9.53,-18.44,-10.43
29.96,0.12,-15.14,0.08
30.04,3.22,-7.3,-3.57
30.11,0.31,-0.51,-0.94
30.18,4.75,-0.16,0.04
30.25,-1.14,-20.01,-0.04
30.32,-0.71,-19.97,-4.35
30.39,-0.39,-1.06,-0.35
30.46,1.45,2.9,-2.43
30.53,18.59,-13.45,11.14
30.6,-6.2,-15.42,-8.43
30.67,-1.53,-13.02,-0.98
30.75,1.29,-7.69,-2.75
30.82,1.96,-0.43,-1.96
30.89,2.94,-0.51,0.9
30.96,3.3,-20.01,-0.82
31.03,1.14,-16.59,-3.33
31.1,0.39,0.75,0.9
31.17,2.86,2.98,-2.79
31.24,15.3,-9.69,-4.86
31.31,-9.85,-13.65,-12.59
31.39,-1.1,-14.67,-2.51
31.46,0.78,-7.88,-0.9
31.53,1.26,-1.57,-2.08
31.6,5.61,-1.29,-1.69
31.67,0.78,-20.01,-0.43
31.74,4.08,-16.24,-4.28
31.81,1.96,0.86,0.86
31.88,2.79,2.08,0.12
31.95,17.65,-19.14,5.22
32.02,-6.75,-19.93,-7.1
32.09,1.96,-16.51,0
32.17,4.59,-5.33,-3.45
32.24,1.57,0.59,0.51
32.31,12.63,3.22,-0.59
32.38,18.63,-20.01,-12.32
32.45,-0.86,-19.97,-3.02
32.52,2.24,6.43,-2.47
32.59,0.12,-9.89,9.81
32.66,-15.1,20.01,20.01
32.73,-3.69,-9.26,7.41
32.81,-4.63,-3.96,16.36
32.88,2.16,-0.31,3.69
32.95,2.63,3.73,-1.06
33.02,12.67,-0.43,-0.39
33.09,16.79,-7.49,6.94
33.16,3.33,-8.47,-0.51
33.23,2.16,6.71,6.71
33.3,8.75,5.45,3.73
33.37,-19.61,-4.08,2.31
33.44,-1.33,-5.18,16.2
33.52,2.98,4.08,10.94
33.59,0.59,-1.57,-9.18
33.66,-0.27,2.16,-3.84
33.73,10.28,-10.75,20.01
33.8,20.01,-9.45,-4.31
33.87,-2.24,-15.22,0.31
33.94,-5.26,11.38,-2.86
34.01,11.34,14.24,7.85
34.72,6.43,1.49,11.41
34.79,15.06,11.81,-18.36
34.86,10.32,-20.01,9.14
34.94,3.61,8.83,-0.04
35.01,0.24,0.47,-0.31
35.08,-1.14,0.51,-2.2
35.15,17.3,-17.73,20.01
35.22,17.81,-10.51,-13.06
35.29,0.35,-3.61,0.12
35.36,-10.28,-2.82,0
35.43,1.49,10.16,4.59
35.5,20.01,16.75,-20.01
35.58,7.85,-8.39,-4.75
35.65,9.69,0.71,7.06
35.72,-1.22,-1.45,2.12
35.79,-7.02,-6.43,-0.12
35.86,19.89,2.59,-13.81
35.93,14.98,-8.83,-10.04
36,-0.27,0.51,-0.78
36.07,-13.06,7.18,8.87
36.14,20.01,-20.01,-4.86
36.21,20.01,16.4,-15.22
36.28,10.79,4.59,-20.01
36.36,9.41,10.59,-3.3
36.43,-1.96,0.39,0.12
36.5,7.96,-2.67,5.61
36.57,20.01,-4.67,-6.24
36.64,12.91,-0.04,-14.51
36.71,-2.47,-0.51,-1.92
36.78,6.63,5.73,-6.47
36.85,20.01,-20.01,-18.59
36.92,20.01,18.55,-15.22
37,13.96,-4.08,-18.08
37.07,-4.35,2.04,12.12
37.14,-3.22,0.75,0.82
37.21,1.84,4.12,5.41
37.28,20.01,-3.96,-7.06
37.35,18.63,3.57,-8.55
37.42,-1.26,-5.61,-3.14
37.49,-11.1,16.63,13.96
37.56,-3.73,-20.01,-20.01
37.63,13.57,-20.04,0.2
37.71,4.12,19.14,15.14
37.78,6.28,-10.79,-3.06
37.85,0.9,-0.24,0.59
37.92,8.9,3.18,8.75
37.99,20.01,-7.49,-11.81
38.06,7.57,-7.22,-5.3
38.13,-5.3,-0.04,-7.3
38.2,-6.94,5.84,20.01
38.27,11.18,-20.01,-18.16
38.34,20.01,-15.85,1.33
38.41,20.01,-2.86,-15.73
38.49,3.3,-1.1,1.96
38.56,3.14,0.63,0.9
38.63,7.34,1.84,12.87
38.7,20.01,0.43,6.16
38.77,11.49,0.51,-4.98
38.84,-5.02,6.2,-4.67
38.91,7.18,-2.04,5.14
38.98,20.01,-6.24,11.77
39.05,16.67,20.01,-20.01
39.13,-7.18,-2.28,7.22
39.2,-0.24,1.02,-0.75
39.27,-0.55,1.14,2.12
39.34,6.86,6.16,12.32
39.41,20.01,-2.59,7.37
39.48,4.51,2.75,-3.3
39.55,-5.73,-0.67,-3.02
39.62,-4.94,1.14,12.71
39.69,20.01,-20.01,-15.1
39.76,20.01,-10.12,-11.26
39.83,10.43,16.24,-20.01
39.91,-4.31,-5.69,15.02
39.98,0.82,2.08,-4.35
40.76,13.81,7.57,0.75
40.83,20.01,3.53,5.69
40.9,11.96,2.79,-10.2
40.97,-3.26,-2.28,-1.57
41.04,10.75,16.91,19.73
41.11,-2.2,-8.39,-19.61
41.18,20.01,-12.32,-1.02
41.26,1.92,-18.24,-12.83
41.33,-0.86,-5.65,9.85
41.4,-5.06,0.12,-2.94
41.47,13.65,-5.33,20.01
41.54,13.69,-2.39,4.24
41.61,1.88,3.33,-4.51
41.68,-15.65,-13.18,-3.8
41.75,15.14,-0.55,17.57
41.82,-0.16,3.57,-10.98
41.89,20.01,-12.55,-9.69
41.96,-5.92,-7.22,1.49
42.04,0.75,-1.61,4.08
42.11,5.88,3.33,-6.55
42.18,-0.94,2.79,20.01
42.25,12.67,1.65,-9.22
42.32,1.49,5.37,-2.55
42.39,-13.53,-7.18,-1.88
42.46,20.01,9.89,20.01
42.53,19.93,-4.82,-12.16
42.6,-0.71,10.75,2.98
42.67,3.06,3.65,1.37
42.75,-0.75,-0.94,1.49
42.82,11.81,6.67,6
42.89,20.01,2.12,2.59
42.96,7.73,-0.51,-10.9
43.03,-3.1,1.1,-1.02
43.1,-2.31,4.04,5.33
43.17,-13.85,-3.88,-20.01
43.24,20.01,-13.26,15.77
43.31,12,-0.31,8.51
43.39,2,0.31,1.92
43.46,-1.88,-0.35,-0.04
43.53,20.01,-7.88,3.06
43.6,20.01,-4.24,-6.75
43.67,5.33,12.24,-6.39
43.74,-11.85,-10.59,-3.22
43.81,20.01,18.32,-7.18
43.88,-1.33,17.14,-12.51
43.95,17.85,3.61,-13.49
44.02,0.51,-1.69,3.69
44.09,2.51,-0.08,-0.2
44.17,-0.86,-6.24,-0.59
44.24,19.77,-5.65,0.98
44.31,20.01,-7.49,-15.53
44.38,-0.24,3.41,-5.1
44.45,-0.04,-4.39,6.08
44.52,20.01,20.01,-18.55
44.59,-3.65,18.71,-7.73
44.66,13.93,12.32,-17.14
44.73,-2.12,-6.35,6.39
44.81,2.94,0.47,1.22
44.88,-0.51,-3.96,-1.37
44.95,20.01,1.49,-20.01
45.02,18.24,5.33,-15.69
45.09,1.22,-0.63,-3.41
45.16,-10.24,-7.69,-6.16
45.23,20.01,8.71,10.71
45.3,2.16,20.01,5.37
45.37,20.01,15.69,-20.01
45.44,2.43,-11.96,-16.75
45.52,-0.39,-2.51,2.71
45.59,0.2,-7.77,10.24
45.66,13.42,4.86,4.75
45.73,15.38,-4.04,-20.01
45.8,-7.92,1.22,4.86
45.87,2.28,-7.53,3.84
45.94,20.01,-20.01,-8.94
46.01,3.69,0.16,-0.82
46.72,13.42,-20.01,15.77
46.79,10.87,4.16,6.35
46.86,0.43,-5.73,2
46.94,1.02,2.55,2.31
47.01,11.53,10.16,10.08
47.08,13.1,-4.75,2.71
47.15,5.06,1.65,-3.65
47.22,-7.57,-3.06,-1.22
47.29,20.01,8.08,7.65
47.36,2.31,-14.87,-20.01
47.43,20.01,-14.91,-0.24
47.5,10.28,6.43,1.02
47.57,2.04,-13.42,5.53
47.65,-1.29,-0.47,-1.33
47.72,17.3,5.53,19.93
47.79,18.28,3.73,1.41
47.86,7.96,2.47,-4.86
47.93,-6.63,-2.08,-2.08
48,18.36,17.46,-2.16
48.07,-1.8,2,-6.39
48.14,20.01,4.55,-8.39
48.21,19.69,-4.28,1.49
48.28,-1.1,-0.39,1.29
48.35,-0.59,0.82,-0.2
48.43,15.18,-2.2,15.42
48.5,18.67,-4.12,-0.27
48.57,9.02,9.85,-12.59
48.64,-11.18,-3.69,-0.63
48.71,0.04,10.63,11.65
48.78,1.37,2.2,-8.32
48.85,18.01,7.1,0.35
48.92,-16.36,2.35,20.01
48.99,2.82,-1.14,-1.77
49.07,0.63,-1.88,1.1
49.14,20.01,-20.01,20.01
49.21,18.44,1.1,-4.98
49.28,4.98,5.18,-7.45
49.35,-14.08,-8.28,-0.63
49.42,19.97,9.49,12.59
49.49,-14.55,18.2,-11.69
49.56,20.01,9.49,-20.01
49.63,-20.01,-20.01,18.91
49.7,1.22,-1.53,1.92
49.77,-0.98,-7.69,0
49.85,12.59,11.53,-0.86
49.92,7.14,5.14,-18.08
49.99,-1.37,2.75,-4.08
50.06,-14.24,-9.49,4.51
50.13,4.16,-16.79,-6.28
50.2,20.01,0.59,-2.67
50.27,20.01,10.08,-14.83
50.34,-3.73,17.77,10.87
50.41,-0.08,-1.22,-2.63
50.48,0.94,6.08,2.04
50.56,10.51,7.81,18.91
50.63,10.24,7.61,-20.01
50.7,-5.45,1.69,-2.51
50.77,-20.01,20.01,20.01
50.84,19.69,-20.01,-15.93
50.91,-6.2,-0.39,20.01
50.98,-7.85,12.87,17.77
51.05,13.65,6.12,7.45
51.12,0.27,1.65,4.08
51.2,7.26,3.37,8.08
51.27,20.01,0.71,9.57
51.34,12.04,-1.84,-6.12
51.41,-6.51,-5.37,0.67
51.48,-6.2,19.26,3.3
51.55,-17.93,-20.01,17.26
51.62,17.77,0.24,-20.01
51.69,-1.69,-3.02,12.63
51.76,3.26,1.96,4.04
51.83,0.2,2.51,1.96
51.9,0.9,-1.96,8.71
51.98,17.61,1.77,2.2
52.83,-7.49,-10.47,-1.14
52.9,13.69,11.69,7.73
52.97,5.22,16.12,-13.02
53.04,16.55,-0.12,-15.14
53.11,5.73,2.63,5.73
53.18,-0.04,-1.57,2.9
53.25,-1.57,-0.67,-1.02
53.33,20.01,-12.75,16.99
53.4,20.01,20.01,-20.01
53.47,-1.18,-4.63,4.04
53.54,-8.63,-6.75,7.61
53.61,-3.3,0.75,-15.1
53.68,5.06,6.39,-4.43
53.75,12.47,-9.92,-12.51
53.82,3.22,-6.43,-0.98
53.89,-3.84,2.82,13.06
53.96,2.12,1.29,3.26
54.03,18.71,-2.2,3.49
54.11,10.51,2.9,-10.67
54.18,-5.57,-6.28,3.84
54.25,-1.37,9.77,1.61
54.32,20.01,-20.01,7.06
54.39,16.04,3.37,-12.98
54.46,20.01,20.01,18.63
54.53,0.51,20.01,-17.97
54.6,0.63,-6.63,-5.92
54.67,5.77,12.12,5.1
54.75,19.97,1.37,6.43
54.82,9.38,-4.12,-3.96
54.89,-6.28,-5.37,-1.29
54.96,5.06,-1.61,6.94
55.03,20.01,-20.01,20.01
55.1,3.77,8.67,-6.55
55.17,-1.1,-2,19.02
55.24,3.61,-2.24,0.59
55.31,5.41,-1.22,-20.01
55.38,14.44,10.98,-7.81
55.46,20.01,6.71,-0.67
55.53,7.73,6.28,-5.45
55.6,-8.71,-8.24,-0.86
55.67,1.45,-0.75,9.38
55.74,1.92,-7.22,-20.01
55.81,20.01,16.95,7.02
55.88,-6.35,20.01,19.97
55.95,20.01,-8.75,-20.01
56.02,-0.75,-1.53,0.55
56.09,20.01,-8.79,20.01
56.16,17.85,5.49,-9.18
56.24,2.39,2.16,-2.08
56.31,-10.63,-7.88,-0.2
56.38,18.95,-1.84,7.26
56.45,18.16,-3.8,-6.9
56.52,20.01,7.92,-6.79
56.59,-20.01,20.01,20.01
56.66,2.59,0.43,2.12
56.73,-3.26,5.18,0.75
56.8,20.01,-20.01,13.93
56.88,14.32,5.84,-7.96
56.95,4,0.55,-4.71
57.02,-12.98,-13.77,-0.75
57.09,11.89,1.77,19.85
57.16,0.51,8.79,-9.77
57.23,19.81,14.67,-13.22
57.3,-20.01,-20.01,20.01
57.37,2.71,-1.14,0.08
57.44,3.88,-8.79,3.3
57.51,20.01,-7.61,-3.06
57.58,20.01,-3.92,-16.16
57.66,1.8,-1.57,-0.55
57.73,-7.73,-5.61,4.71
57.8,18.4,20.01,-20.01
57.87,-8.67,13.96,-16.16
58.72,-20.01,-19.81,20.01
58.79,-0.08,-1.1,-0.9
58.86,-0.55,1.18,3.61
58.93,15.42,5.77,9.26
59.01,14,4.9,-10.08
59.08,-4.94,-4.08,-3.18
59.15,4.28,-5.41,3.41
59.22,20.01,-7.65,-20.01
59.29,20.01,-4.35,3.18
59.36,7.65,10.98,6.32
59.43,2.75,-0.63,-1.1
59.5,-19.06,2.31,13.06
59.57,20.01,-6.67,11.45
59.64,20.01,5.73,-9.77
59.71,4.86,2.35,-4.63
59.79,-7.73,-8.75,-6.86
59.86,4.55,-2.86,1.88
59.93,20.01,3.65,-20.01
60,20.01,-1.53,-4.67
60.07,0.47,8.28,-2.16
60.14,6.43,-2.2,2.75
60.21,-20.01,20.01,13.96
60.28,-5.88,18.04,11.69
60.35,8.63,5.26,-1.22
60.42,5.61,4.79,-6.9
60.5,-2.94,13.02,-19.81
60.57,20.01,8.79,20.01
60.64,-20.01,15.53,6.24
60.71,14.55,3.96,-4.67
60.78,7.02,2.79,-1.1
60.85,3.77,0.04,-0.35
60.92,9.1,1.84,0.51
60.99,9.02,4.71,0.67
